Name,Octanol-water partition coefficient,Molecular weight,Number of rotatable bonds,HAcceptors,HDonor,Aromatic Proportion,MolMR,logS
bis(amino(imino)methanaminium) carbonate,-2.10046,180.168,0.0,3.0,8.0,0.0,42.85659999999999,0.3975348562
lithium(1+) ion acetate,-4.2398,65.985,0.0,2.0,0.0,0.0,10.681,0.8337672926999999
4-{2-[(2-methylprop-2-enoyl)oxy]ethoxy}-4-oxobutanoic acid,0.5136999999999998,230.21599999999995,7.0,5.0,1.0,0.0,53.60180000000002,-0.706708916
"(4S,4aS,5aS,6S,12aR)-7-chloro-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-3,12-dioxo-3,4,4a,5,5a,6,12,12a-octahydrotetracene-2-carboxamide hydrochloride",-2.7751999999999963,501.31900000000036,1.0,10.0,6.0,0.18181818181818182,111.62240000000006,-1.0469016509
2-methylbutanoic acid,1.1171,102.13299999999998,2.0,1.0,1.0,0.0,27.09079999999999,-0.3559535751
diiron(3+) ion trisulfate,-4.018999999999999,399.87900000000013,0.0,12.0,0.0,0.0,31.4238,1.0415240791
zinc dibromide,-5.9945,225.19799999999998,0.0,0.0,0.0,0.0,0.0,1.2977429939
"chromium(3+) ion pentasodium bis(8-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]-2-[(E)-2-(5-nitro-2-oxidophenyl)diazen-1-yl]-3,6-disulfonatonaphthalen-1-olate)",-12.41650000000002,1384.7740000000001,14.0,34.0,4.0,0.5116279069767442,257.1418,-0.4949751746
sodium 3-(4-methyl-2-nitrophenoxy)propanesulphonate,-1.7786799999999974,297.264,6.0,6.0,0.0,0.3157894736842105,62.50960000000002,0.1703103591
"2-butyl-1,3-diazaspiro[4.4]non-1-en-4-one 2-butyl-1,3-diazaspiro[4.4]non-2-en-4-one dihydrochloride",4.879000000000002,461.47800000000035,6.0,4.0,2.0,0.0,127.09940000000006,-1.019613944
"trisodium 5-({4-chloro-6-[ethyl(phenyl)amino]-1,3,5-triazin-2-yl}amino)-4-hydroxy-3-[(E)-2-(2-sulfonatophenyl)diazen-1-yl]naphthalene-2,7-disulfonate",-6.2027,802.1120000000004,10.0,17.0,2.0,0.47058823529411764,169.11449999999982,-0.2667452841
zinc(2+) ion dichloride,-5.9945,136.296,0.0,0.0,0.0,0.0,0.0,0.5010006364
thymidine,-1.5142799999999992,242.23099999999997,2.0,6.0,3.0,0.35294117647058826,57.67930000000002,-0.7420620876999999
"2-[(E)-2-[4-(diethylamino)phenyl]ethenyl]-1,3,3-trimethyl-3H-indol-1-ium acetate",4.008400000000003,392.5430000000002,5.0,3.0,0.0,0.41379310344827586,120.03740000000006,-0.9604187817
"2-[2-[4-(diethylamino)phenyl]vinyl]-1,3,3-trimethyl-3H-indolium dihydrogen phosphate",3.691600000000003,430.4850000000001,5.0,3.0,2.0,0.4,121.40050000000004,-1.0004895677
disodium 4-[(3-carboxylato-2-hydroxynaphthalen-1-yl)methyl]-3-hydroxynaphthalene-2-carboxylate,4.010600000000002,411.3650000000001,4.0,4.0,4.0,0.6666666666666666,113.70420000000004,-0.9807588825
"diammonium 2,3-dihydroxybutanedioate",-1.7986,184.14799999999997,3.0,6.0,6.0,0.0,37.32940000000001,0.3662767626
5-(aminomethyl)-2-methylpyrimidin-4-amine,-0.17408000000000012,138.174,1.0,4.0,2.0,0.6,39.0728,0.4903065627000001
manganese(2+) dinitrate,-0.4807000000000001,178.946,0.0,6.0,0.0,0.0,20.722800000000003,1.377095201
(3-{[3-(dimethylamino)propyl]amino}propyl)dimethylamine,0.47940000000000116,187.331,8.0,3.0,1.0,0.0,59.21170000000005,0.3558508036
"2-(2,4-diaminophenoxy)ethan-1-ol dihydrochloride",-5.5448999999999975,241.11799999999997,3.0,4.0,3.0,0.42857142857142855,50.07160000000001,0.2461592974
"trisodium 2-hydroxypropane-1,2,3-tricarboxylate",-14.240600000000002,258.06899999999996,5.0,7.0,1.0,0.0,29.204799999999995,0.2166530911
aluminium(3+) ion trinitrate,-8.520399999999993,375.12900000000013,0.0,9.0,0.0,0.0,69.36240000000002,-0.9408131942
sodium fluoride,-5.992,41.988,0.0,0.0,0.0,0.0,0.0,-0.0021872624
1-phenylethanamine,1.7063000000000001,121.18299999999995,1.0,1.0,1.0,0.6666666666666666,39.04440000000001,-0.4601924093
sodium 4-(methoxycarbonyl)phenolate,-2.4491999999999985,174.13099999999997,1.0,3.0,0.0,0.5,37.227500000000006,0.3803001877
sodium hydrogen 2-aminopentanedioate,-5.067599999999998,169.112,4.0,4.0,2.0,0.0,29.8522,0.3919616292
sodium azide,-2.1299,65.011,0.0,0.0,0.0,0.0,10.077,0.8040134946999999
manganese(2+) ion disodium 2-({2-[bis(carboxylatomethyl)amino]ethyl}(carboxylatomethyl)amino)acetate,-13.404500000000008,389.1300000000002,11.0,10.0,0.0,0.0,52.90800000000002,0.024802502
diammonium oxalate,-2.7614,124.09599999999999,0.0,4.0,2.0,0.0,21.98360000000001,-0.4725815013
(2S)-2-amino-4-carbamoylbutanoic acid,-1.3361999999999998,146.14600000000002,4.0,3.0,3.0,0.0,34.03959999999999,-0.5483114193999999
(2S)-2-amino-3-methylpentanoic acid,0.44439999999999996,131.17499999999998,3.0,2.0,2.0,0.0,35.06619999999998,-0.5029538568
"2-[(2H-1,3-benzodioxol-5-yl)amino]ethan-1-ol hydrochloride",-2.0639999999999983,217.652,3.0,4.0,2.0,0.42857142857142855,49.25250000000002,0.2728975009
"2,5-dihydrofuran-2,5-dione",-0.3740000000000001,98.05699999999997,0.0,3.0,0.0,0.0,20.239,0.6181158071
disodium carbonate,-8.439,105.98799999999999,0.0,3.0,0.0,0.0,5.396,0.581124668
"disodium 7-({bis[(2-hydroxyethyl)amino]-1,3,5-triazin-2-yl}amino)-4-hydroxy-3-[(E)-2-{4-[(E)-2-(4-sulfonatophenyl)diazen-1-yl]phenyl}diazen-1-yl]naphthalene-2-sulfonate",-3.6983999999999897,768.7020000000003,14.0,19.0,6.0,0.46153846153846156,178.78829999999974,-0.2836980197
2-methyloxirane,0.4051,58.08,0.0,1.0,0.0,0.0,15.414,0.8380333836
"disodium 2,2'-(azodi-p-phenylene)bis[6-methylbenzothiazole-7-sulphonate]",1.088440000000003,680.7220000000002,6.0,12.0,0.0,0.6818181818181818,159.68839999999975,-1.2223096235
1-[2-(2-butoxy-1-methylethoxy)-1-methylethoxy]propan-1-ol,1.8531999999999997,248.36299999999994,12.0,4.0,1.0,0.0,68.20980000000007,-0.790860844
(1R)-1-phenylethan-1-amine,1.7063000000000001,121.18299999999995,1.0,1.0,1.0,0.6666666666666666,39.04440000000001,-0.4813817083
dipotassium zinc 2-[2-[bis(2-oxido-2-oxoethyl)amino]ethyl-(2-oxido-2-oxoethyl)amino]acetate,-13.404500000000008,431.7980000000003,11.0,10.0,0.0,0.0,52.90800000000002,0.237458201
2-[(butylcarbamoyl)oxy]ethyl prop-2-enoate,1.2418999999999998,215.24899999999994,7.0,4.0,1.0,0.0,55.41470000000003,-1.6348405969
(4-chlorophenyl)hydrazine,-1.2578999999999994,179.04999999999998,1.0,2.0,2.0,0.6,40.37410000000001,-1.5636654662
"3,5-dimethylaniline",1.8856399999999998,121.18299999999999,0.0,1.0,1.0,0.6666666666666666,40.32840000000001,-1.4022004623
Sodium; cobalt(3+); 1-[(2-oxido-5-sulfamoylphenyl)diazenyl]naphthalen-2-olate,1.1011000000000033,764.619,6.0,12.0,2.0,0.64,169.66239999999976,-2.2022038482
"1,3,3-trimethyl-5-oxocyclohexane-1-carbonitrile",2.2954800000000004,165.236,0.0,2.0,0.0,0.0,46.359000000000016,-1.5404977204
4-(4-chlorophenyl)piperidin-4-ol,-0.9724999999999993,248.15300000000002,1.0,2.0,2.0,0.4,58.56450000000004,-1.7207775313
amino(phenyl)acetic acid,-1.2804999999999995,151.165,2.0,2.0,1.0,0.5454545454545454,37.078100000000006,-1.5082784056999998
octan-1-amine dibutyl sulfanylphosphonate,5.9633000000000065,355.52500000000015,14.0,4.0,2.0,0.0,100.74290000000008,-1.8796973024
"4-amino-N-tert-butyl-5-oxo-3-(propan-2-yl)-4,5-dihydro-1H-1,2,4-triazole-1-carboxamide",0.23820000000000074,241.295,1.0,6.0,2.0,0.29411764705882354,64.40910000000002,-1.7188473974
4-(4-hydroxyphenyl)butan-2-one,1.9138,164.204,3.0,2.0,1.0,0.5,47.10880000000003,-1.5520409413
(2H)chloroform,1.9864,120.384101778,0.0,0.0,0.0,0.0,21.347,-1.417811305
"4-amino-3,6-dichloropyridine-2-carboxylic acid",1.6688,207.01600000000002,1.0,3.0,2.0,0.5,45.6287,-0.0042500518
"2,2'-({4-[(2-hydroxyethyl)amino]-3-nitrophenyl}imino)diethanol",-0.21000000000000008,285.29999999999995,9.0,7.0,4.0,0.3,75.05650000000003,-1.7953855716
aluminium(3+) ion potassium tetrafluoride,-6.3728,85.078,0.0,0.0,0.0,0.0,5.754,-1.269901072
tributoxyalumane,0.059600000000002096,246.3269999999999,6.0,3.0,0.0,0.0,65.07900000000005,-1.7373354758
"2,4-dichlorophenol",2.699,163.003,0.0,1.0,1.0,0.6666666666666666,38.12680000000001,-1.5589830837
tetrasodium 8-[[4-[(4-amino-3-sulphonatophenyl)azo]-6-sulphonatonaphthyl]azo]-5-[[6-(benzoylamino)-1-hydroxy-3-sulphonato-2-naphthyl]azo]naphthalene-2-sulphonate,-5.062900000000014,1098.9510000000002,12.0,21.0,3.0,0.5205479452054794,244.89159999999973,-2.3935953584
methyl 3-methylbut-2-enoate,1.1256,114.14399999999999,1.0,2.0,0.0,0.0,31.446999999999985,-1.4140004112
"Benzoic acid, 2-hydroxy-5-[[4-[[4-[[8-hydroxy-7-[[4-[(8-hydroxy-3,6-disulfo-1-naphthalenyl)azo]-2-methoxy-5-methylphenyl]azo]-3,6-disulfo-1-naphthalenyl]amino]-6-(phenylamino)-1,3,5-triazin-2-yl]amino]phenyl]azo]-, pentasodium salt",-6.9112800000000245,1333.0979999999997,18.0,30.0,6.0,0.5617977528089888,288.33380000000017,-2.4833879664
"3-(3-methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzene-1-sulfonic acid",1.0459,254.267,2.0,4.0,1.0,0.35294117647058826,61.468600000000016,-1.7718215434
3-methylbut-2-en-1-yl acetate,1.5157,128.171,2.0,2.0,0.0,0.0,36.06399999999999,-1.4743213171
"N,N-dimethyloctanamide",2.4351000000000003,171.284,6.0,1.0,0.0,0.0,52.070000000000036,-1.6002483409
heptan-2-one,2.1557000000000004,114.18799999999999,4.0,1.0,0.0,0.0,34.822999999999986,-1.4333383705
2-methylpentanal,1.6215,100.16099999999999,3.0,1.0,0.0,0.0,30.13599999999998,-1.3774493615
"hexahydro-2-benzofuran-1,3-dione",0.8761999999999999,154.165,0.0,3.0,0.0,0.0,36.547,-1.5647364969
"2,2-bis[(prop-2-en-1-yloxy)methyl]butan-1-ol",1.7803,214.30499999999995,10.0,3.0,1.0,0.0,61.841800000000035,-1.7182484471
N-butylbutan-1-amine,2.1761999999999997,129.24699999999999,6.0,1.0,1.0,0.0,42.68570000000001,-1.5039654481
"(1-methyl-1,2-ethanediyl)bis[oxy(methyl-2,1-ethanediyl)] diacrylate",1.6434999999999997,300.35100000000006,11.0,6.0,0.0,0.0,77.73500000000004,-1.8755690909
(2R)-2-methyloxirane,0.4051,58.08,0.0,1.0,0.0,0.0,15.414,0.8380333836
2-(dibutylamino)ethan-1-ol,1.8809,173.29999999999995,8.0,2.0,1.0,0.0,53.341800000000035,-1.6367385713999998
sodium 3-[(dimethylcarbamothioyl)sulfanyl]propane-1-sulfonate,-2.4945999999999975,265.35699999999997,4.0,5.0,0.0,0.0,57.92420000000004,0.17790359960000002
"tetrasodium 4-amino-5-hydroxy-6-[(E)-2-{2-methoxy-5-[2-(sulfonatooxy)ethanesulfonyl]phenyl}diazen-1-yl]-3-[(E)-2-{4-[2-(sulfonatooxy)ethanesulfonyl]phenyl}diazen-1-yl]naphthalene-2,7-disulfonate",-12.33560000000002,1021.8580000000004,17.0,25.0,2.0,0.2903225806451613,190.89599999999982,-0.4161044823
3-amino-4-methylbenzamide,0.6761200000000003,150.18099999999998,1.0,2.0,2.0,0.5454545454545454,44.10930000000001,-0.5767319197
"1,3-thiazol-5-ylmethanol",0.6354,115.15699999999998,1.0,3.0,1.0,0.7142857142857143,28.0368,0.5257355357
"(2S,4R)-1-acetyl-4-hydroxypyrrolidine-2-carboxylic acid",-2.281999999999999,172.15999999999997,1.0,4.0,1.0,0.0,36.8058,0.3449927217
"5-(benzoylamino)-4-hydroxy-3-[[1-sulpho-6-[[2-(sulphooxy)ethyl]sulphonyl]-2-naphthyl]azo]naphthalene-2,7-disulphonic acid, sodium salt",-11.282700000000023,933.7700000000003,12.0,19.0,2.0,0.3793103448275862,181.47599999999986,-0.3893149412
"tetrasodium 2,2'-ethene-1,2-diylbis[5-({4-morpholin-4-yl-6-[(4-sulfonatophenyl)amino]-1,3,5-triazin-2-yl}amino)benzenesulfonate]",1.260920000000003,1159.0960000000002,15.0,26.0,4.0,0.47368421052631576,279.41460000000006,-0.4843358105
Trimethylsulfoxonium iodide,-2.6206999999999985,220.075,0.0,1.0,0.0,0.0,25.823499999999992,-0.7568844320999999
"4-methylbenzene-1,3-diamine",1.1594200000000001,122.17100000000002,0.0,2.0,2.0,0.6666666666666666,40.0038,-0.5071845321
diaminotoluene,1.1594200000000001,122.171,0.0,2.0,2.0,0.6666666666666666,40.0038,-0.5071845321
Cobalt sulfate heptahydrate,-7.113399999999995,281.10100000000006,0.0,4.0,0.0,0.0,35.7712,0.1271332296
sodium (dimethylcarbamothioyl)sulfanide,-2.6161999999999983,143.212,0.0,2.0,0.0,0.0,33.65,0.4168921924
tris[4-(diethylamino)phenyl]methylium acetate,6.000590000000006,515.7420000000004,12.0,5.0,0.0,0.47368421052631576,161.23899999999966,-0.13956089789999998
ammonium chloride,-2.6198,53.492000000000004,0.0,0.0,1.0,0.0,5.9848,0.8422541039
3-morpholin-4-yloxadiazol-3-ium-5-amine chloride,-3.688399999999998,206.63299999999992,1.0,5.0,1.0,0.38461538461538464,42.08240000000002,0.1471983169
(2Z)-4-butoxy-4-oxobut-2-enoic acid,0.9704999999999999,172.17999999999998,5.0,3.0,1.0,0.0,42.64280000000001,-0.6677809794
5-[(2-hydroxyethyl)amino]-2-methylphenol,1.1048199999999997,167.20800000000003,3.0,3.0,3.0,0.5,48.41930000000003,-0.6550553282
"p-[4,5-dihydro-4-[[2-methoxy-5-methyl-4-[[2-(sulphooxy)ethyl]sulphonyl]phenyl]azo]-3-methyl-5-oxo-1H-pyrazol-1-yl]benzenesulphonic acid, sodium salt",-4.95877999999999,634.5780000000002,10.0,14.0,0.0,0.3,128.7372,-0.2390039262
(2S)-4-hydroxypyrrolidine-2-carboxylic acid,-1.2061999999999997,131.13099999999997,1.0,3.0,3.0,0.0,30.050299999999996,0.4399221153
sodium 4-[(3-amino-4-methylbenzoyl)amino]benzenesulfonate,-1.2623799999999985,328.32500000000005,3.0,5.0,2.0,0.5454545454545454,77.94980000000002,-0.9492775868
ethyl 2-methylbut-3-enoate,1.3716000000000002,128.17099999999996,3.0,2.0,0.0,0.0,35.99399999999999,-1.5763108556999998
N-methylhydrazinecarbothioamide,-1.0459999999999996,105.16600000000001,0.0,2.0,3.0,0.0,28.98080000000001,-0.465572855
potassium chloride,-5.992,74.551,0.0,0.0,0.0,0.0,0.0,0.6777748798000001
naphthalene-2-sulfonic acid,2.0865,208.238,1.0,2.0,1.0,0.7142857142857143,53.76260000000002,0.230443278
dimethyl 2-methylenesuccinate,0.27869999999999995,158.153,3.0,4.0,0.0,0.0,37.78900000000001,-0.653770318
2-(2-phenoxyethoxy)ethan-1-ol,1.0743000000000003,182.21900000000002,6.0,3.0,1.0,0.46153846153846156,49.841800000000035,-0.7165256146
"7-hydroxy-3,7-dimethyloctanal",2.1527000000000003,172.268,6.0,2.0,1.0,0.0,49.99380000000003,-0.6921365673000001
N-propylpropan-1-amine,1.396,101.193,4.0,1.0,1.0,0.0,33.45169999999999,-0.461082427
aniline,1.2688000000000001,93.12899999999999,0.0,1.0,1.0,0.8571428571428571,30.8544,-0.4250168953
sodium hydrogen-5-sulphoisophthalate,-3.008899999999999,268.178,3.0,5.0,2.0,0.35294117647058826,48.32380000000001,0.1093959475
"hexasodium 8-{[(2E)-6-chloro-4-[(4-{[(4Z)-6-chloro-4-({8-oxido-6-sulfo-3-sulfonato-7-[(E)-2-(2-sulfonatophenyl)diazen-1-yl]naphthalen-1-yl}imino)-4,5-dihydro-1,3,5-triazin-2-yl]amino}phenyl)amino]-1,2-dihydro-1,3,5-triazin-2-ylidene]amino}-3-sulfo-6-sulfonato-2-[(E)-2-(2-sulfonatophenyl)diazen-1-yl]naphthalen-1-olate",-14.92079999999998,1470.0020000000002,18.0,34.0,6.0,0.45652173913043476,292.9924000000001,-0.6303809029
methyl(triphenyl)phosphonium bromide,0.6143000000000012,357.2310000000001,3.0,0.0,0.0,0.8571428571428571,91.07200000000003,-0.0189230333
1-methylpyridinium chloride,-2.484899999999998,129.58999999999997,0.0,0.0,0.0,0.75,27.61799999999999,0.4201828891
"trisodium 7-{2-[2-(carbamoylamino)-4-{[4-({2-[2-(ethenesulfonyl)ethoxy]ethyl}amino)-6-fluoro-1,3,5-triazin-2-yl]amino}phenyl]diazen-1-yl}naphthalene-1,3,6-trisulfonate",-7.475400000000016,885.7560000000004,16.0,20.0,4.0,0.39285714285714285,178.02189999999982,-0.4145597239
2-ethyl-3-methylpyrazine,1.34742,122.17099999999998,1.0,2.0,0.0,0.6666666666666666,36.147,0.4445107883
hydroxyazanium chloride,-3.5492,69.491,0.0,2.0,2.0,0.0,7.0859,0.6895503556999999
N-(prop-2-enamidomethyl)prop-2-enamide,-0.4517000000000002,154.16899999999998,4.0,2.0,2.0,0.0,41.54640000000001,-0.6552426764
L-sorbosonic acid,-3.2849,194.13899999999998,5.0,6.0,5.0,0.0,37.749,0.2373207652
Methyl morpholine oxide,-0.039000000000000146,117.14800000000001,0.0,2.0,0.0,0.0,30.104399999999984,0.4563099285
tris(2-hydroxyethanaminium) citrate,-10.590800000000009,375.37500000000017,8.0,10.0,7.0,0.0,73.7275,-0.0501601164
sodium 2-[(2-aminoethyl)amino]ethanesulfonate,-4.9160999999999975,190.2,5.0,5.0,2.0,0.0,36.48830000000001,0.2445359542
"trisodium 2-[(E)-2-{4-[(E)-2-{4-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]-5-sulfonatonaphthalen-1-yl}diazen-1-yl]-2,5-dimethylphenyl}diazen-1-yl]benzene-1,4-disulfonate",-3.8240599999999976,814.1269999999998,9.0,18.0,2.0,0.5384615384615384,171.07969999999986,-0.3869456913
potassium 3-(acryloyloxy)propane-1-sulfonate,-3.345099999999997,232.29799999999994,5.0,5.0,0.0,0.0,40.33720000000001,1.1562683245
"trisodium 1-amino-4-[[3-[[4-chloro-6-[(3-sulphonatophenyl)amino]-1,3,5-triazin-2-yl]amino]-2,4,6-trimethyl-5-sulphonatophenyl]amino]-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate",-5.237039999999996,882.1980000000001,9.0,18.0,4.0,0.5263157894736842,189.83109999999985,-0.4244279852
"trisodium 1-amino-4-{[3-({4-chloro-6-[(2-sulfonatophenyl)amino]-1,3,5-triazin-2-yl}amino)-2,4,6-trimethyl-5-sulfonatophenyl]amino}-9,10-dioxo-9,10-dihydroanthracene-2-sulfonate",-5.237039999999996,882.1980000000001,9.0,18.0,4.0,0.5263157894736842,189.83109999999985,-0.4244279852
4-fluoroaniline,1.4079,111.119,0.0,1.0,1.0,0.75,30.8124,-0.5272743845000001
"hexasodium;(3~{Z})-5-[[4-morpholin-4-yl-6-[4-[(~{E})-2-[4-[[4-morpholin-4-yl-6-[[(7~{Z})-8-oxo-7-(phenylhydrazinylidene)-3,6-disulfonatonaphthalen-1-yl]amino]-1,3,5-triazin-2-yl]amino]-2-sulfonatophenyl]ethenyl]-3-sulfonatoanilino]-1,3,5-triazin-2-yl]amino]-4-oxo-3-(phenylhydrazinylidene)naphthalene-2,7-disulfonate",-14.383999999999965,1673.4599999999998,22.0,38.0,6.0,0.43636363636363634,364.40640000000053,-1.144796153
3-acetyloxolan-2-one,0.13850000000000007,128.127,1.0,3.0,0.0,0.0,29.746999999999986,0.3975093207
"sodium 3,5-bis(methoxycarbonyl)benzene-1-sulfonate",-2.832099999999998,296.232,3.0,7.0,0.0,0.3157894736842105,57.08420000000002,-0.9664819924
sodium chloride,-5.992,58.443,0.0,0.0,0.0,0.0,0.0,0.7343267611
dilithium pentanedioate,-8.335500000000003,143.981,4.0,4.0,0.0,0.0,23.86499999999999,0.3427540766
"4-hydroxy-2,5-dimethyl-2,3-dihydrofuran-3-one",0.7636999999999998,128.12699999999995,0.0,3.0,1.0,0.0,30.88279999999999,0.3906698962
5-benzoyl-4-hydroxy-2-methoxybenzene-1-sulfonic acid,-1.4600999999999982,330.293,4.0,6.0,1.0,0.5454545454545454,72.49650000000003,-0.022384851
"2,2,4-trimethylpentane-1,3-diol",1.0218,146.23,3.0,2.0,2.0,0.0,41.7116,-0.6667259261999999
2-Ethylhexyl (2S)-2-hydroxypropanoate,2.1268000000000007,202.29399999999998,7.0,3.0,1.0,0.0,55.94580000000005,-2.6735257097
cyclopentanone,1.1295,84.11800000000001,0.0,1.0,0.0,0.0,23.47499999999999,0.5536775573
N-methylmethanaminium chloride,-3.0478999999999985,81.546,0.0,1.0,1.0,0.0,16.0957,1.5657185919
hydrogen sulfide; manganese,0.11030000000000006,89.021,0.0,0.0,0.0,0.0,10.380999999999998,-4.1599117564
methyl formate,-0.2108000000000001,60.05200000000001,1.0,2.0,0.0,0.0,13.073,0.6985937788
"trisodium 8-hydroxypyrene-1,3,6-trisulfonate",-7.986100000000003,524.3930000000003,3.0,10.0,1.0,0.5,95.70040000000002,-0.242535631
"4-methyl-3a,4,7,7a-tetrahydro-2-benzofuran-1,3-dione",0.8982,166.176,0.0,3.0,0.0,0.0,41.000000000000014,-0.7362684615999999
N-isopropyl-2-methylacrylamide,1.0871,127.18699999999998,2.0,1.0,1.0,0.0,38.0927,-0.6201428843
"disodium 2,2'-ethene-1,2-diylbis[5-({4-anilino-6-[(2-hydroxyethyl)amino]-1,3,5-triazin-2-yl}amino)benzenesulfonate]",-2.173999999999989,872.8580000000002,18.0,20.0,8.0,0.6,214.55819999999974,-1.4592143997
2-(2-ethoxyethoxy)-2-methylpropane,1.838,146.23,4.0,2.0,0.0,0.0,42.198000000000015,-0.6879152253
3-methoxybutyl acetate,0.9744999999999999,146.18599999999998,4.0,3.0,0.0,0.0,37.721,-0.6877845281999999
"Sulfuric acid, mono-C12-18-alkyl esters, sodium salts",1.5583999999999996,330.46599999999995,15.0,4.0,0.0,0.0,81.34420000000007,-1.042005529
carbamimidoylsulfinic acid,-0.8984299999999998,108.12199999999999,0.0,2.0,3.0,0.0,22.6853,-0.5567928158
tert-butyl 2-methylpropaneperoxoate,1.9157,160.21299999999997,2.0,3.0,0.0,0.0,41.768000000000015,-1.6070025668
"(2,2-dimethoxyethyl)benzene",1.8479999999999999,166.21999999999997,4.0,2.0,0.0,0.5,47.95200000000004,-1.6296186709
"1,3,5-triazine-2,4,6-triamine phosphate",-2.3103999999999996,224.11700000000002,0.0,7.0,6.0,0.42857142857142855,47.3271,-1.7594101934
"2H,4H,4aH,5H,9bH-indeno[1,2-d][1,3]dioxine",1.9043,176.21499999999997,0.0,2.0,0.0,0.46153846153846156,48.28100000000003,-1.6560932729
"3-[(4-hydroxy-3-methoxyphenyl)methyl]pentane-2,4-dione",1.7374999999999998,236.267,5.0,4.0,1.0,0.35294117647058826,63.21480000000004,-1.7863659491
"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol",-2.9667999999999988,163.173,1.0,5.0,5.0,0.0,36.8969,0.4043520428
diethyl chloromalonate,0.7199999999999999,194.61399999999998,4.0,4.0,0.0,0.0,42.907000000000025,-1.7209723549
sodium 6-amino-4-hydroxy-5-[(E)-2-[2-(trifluoromethyl)phenyl]diazen-1-yl]naphthalene-2-sulfonate,-0.5922299999999978,433.3430000000001,4.0,7.0,3.0,0.20689655172413793,92.96530000000004,-2.0686300615
2-(2-{2-[(2-methylprop-2-enoyl)oxy]ethoxy}ethoxy)ethyl 2-methylprop-2-enoate,1.2582,286.324,11.0,6.0,0.0,0.0,73.18400000000005,-1.9005552518
4-[(4-amino-3-methylcyclohexyl)methyl]-2-methylcyclohexan-1-amine,2.903500000000001,238.41899999999998,2.0,2.0,2.0,0.0,73.57780000000005,-1.8210383613
"2,5-dimethylphenol",2.0090399999999997,122.16699999999999,0.0,1.0,1.0,0.6666666666666666,37.5808,-1.5375827569
"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphonic acid",-1.8630000000000004,347.224,4.0,10.0,5.0,0.391304347826087,73.65509999999998,-1.9953026194
"1,1,2-trichloroethane",2.0289,133.405,1.0,0.0,0.0,0.0,26.213999999999995,-1.5811040628
"2,3,5-trimethylbenzene-1,4-diol",2.0230600000000005,152.19299999999998,0.0,2.0,2.0,0.5454545454545454,43.98260000000002,-1.6383266335
[2-(4-aminobenzenesulfonyl)ethoxy]sulfonic acid,-0.13809999999999972,281.311,5.0,6.0,2.0,0.35294117647058826,60.407800000000016,-1.9051186702
"tris(prop-2-en-1-yl)-1,3,5-triazinane-2,4,6-trione",-0.27030000000000043,249.26999999999995,6.0,6.0,0.0,0.3333333333333333,69.813,-1.8526019693
methyl 3-aminopyrazine-2-carboxylate,-0.15459999999999996,153.141,1.0,5.0,1.0,0.5454545454545454,37.7839,-1.6422660516999998
"1,3,5-triazine-2,4,6-triamine",-1.3818000000000001,126.12300000000002,0.0,6.0,3.0,0.6666666666666666,33.0642,-1.5592150485
1-nitroguanidine,-1.5484999999999998,104.06899999999999,1.0,2.0,2.0,0.0,22.80420000000001,-1.4858424644
2-(trifluoromethyl)aniline,2.2876000000000003,161.12599999999998,0.0,1.0,1.0,0.5454545454545454,35.85640000000001,-1.6756867087
1-[4-(4-hydroxyphenyl)piperazin-1-yl]ethan-1-one,1.0606999999999998,220.27200000000005,1.0,3.0,1.0,0.375,62.57380000000004,-1.817914488
"4-(oxiran-2-ylmethoxy)-N,N-bis(oxiran-2-ylmethyl)aniline",1.0681999999999998,277.32,8.0,5.0,0.0,0.3,73.37000000000005,-1.9192347247
1-aminoguanidine; carbonic acid,-1.6441,136.111,0.0,3.0,5.0,0.0,30.65080000000001,-1.6153792849000002
methyl(naphthalen-1-ylmethyl)amine,2.5592000000000006,171.24299999999997,2.0,1.0,1.0,0.7692307692307693,56.711700000000036,-1.7150988877000002
N-(2-methoxyphenyl)-3-oxobutanamide,1.6127999999999998,207.22899999999996,4.0,3.0,1.0,0.4,56.92170000000002,-1.8059055211
2-(propan-2-yloxy)propane,1.8197999999999999,102.17699999999999,2.0,1.0,0.0,0.0,31.356999999999974,-1.5165927583
2-bromopropane,1.7897,122.993,0.0,0.0,0.0,0.0,24.06299999999999,-1.598518701
4-methylbenzene-1-sulfonamide,0.6424200000000001,171.22099999999998,1.0,2.0,1.0,0.5454545454545454,42.552200000000006,-1.7421953353
(ethylsulfanyl)ethane,1.7593999999999999,90.191,2.0,1.0,0.0,0.0,28.67299999999999,-1.4680248268
6-methylhept-5-en-2-one,2.3218000000000005,126.199,3.0,1.0,0.0,0.0,39.346,-1.6210489706
1-[2-(2-butoxyethoxy)ethoxy]butane,2.636400000000001,218.33699999999993,12.0,3.0,0.0,0.0,62.27300000000007,-1.862006084
