Name,Octanol-water partition coefficient,Molecular weight,Number of rotatable bonds,HAcceptors,HDonor,valence Electron,Aromatic Proportion,logS,Label,Difference
GECHUMIMRBOMGK-UHFFFAOYSA-N,1.6062,215.68,4,3,2,78,0.4285714286,0.419012597,-1.729487637,2.148500234
CBRSBDUOPJQVMP-UHFFFAOYSA-N,-1.8176,325.19,2,2,0,88,0,0.487862818,-1.661188299,2.149051117
ZLZWUOKDFLNZFV-UHFFFAOYSA-N,1.9657,498.576,6,7,5,194,0.3333333333,-2.477623272,-4.628911723,2.151288451
YMLQURXMZDMOFD-UHFFFAOYSA-N,6.86029,350.644,11,5,1,116,0.25,-3.988563911,-6.140586313,2.152022402
WKRCUUPMCASSBN-UHFFFAOYSA-N,11.5575,466.879,29,1,1,200,0,-5.66920434,-7.821728983,2.152524643
JGMQHDNPUCPRQE-UHFFFAOYSA-M,-1.7414,506.326,7,0,0,150,0.6428571429,0.295569779,-1.859774512,2.155344291
YJDYCULVYZDESB-HKQXQEGQSA-N,3.99304,313.317,12,2,4,116,0,-5.294578518,-3.139047564,2.155530954
LPIWIOBGUAPNQW-UHFFFAOYSA-N,2.7434,240.262,3,4,2,90,0.6666666667,-5.9,-3.742311016,2.157688984
NTINFTOOVNKGIU-UHFFFAOYSA-N,6.5373,425.532,9,5,1,162,0.75,-9.15181097,-6.99389936,2.15791161
GWSQAGVGSHXRJK-UHFFFAOYSA-N,1.62,255.277,3,3,3,96,0.6315789474,-4.915649994,-2.755353793,2.160296201
HHMCAJWVGYGUEF-UHFFFAOYSA-N,1.6046,376.453,9,5,2,148,0.2222222222,-1.18,-3.340877843,2.160877843
JVHMUUUYNIPCPF-GDLZYMKVSA-N,0.9508,254.174,4,3,2,98,0,-0.445139685,-2.606087636,2.160947951
PUZSUVGRVHEUQO-UHFFFAOYSA-N,3.0366,258.233,4,4,2,96,0.6315789474,-6.43,-4.267966763,2.162033237
QCHFTSOMWOSFHM-WPRPVWTQSA-N,-0.3491,602.427,13,0,0,160,0.2222222222,0.173371202,-1.989557248,2.16292845
CJAVTWRYCDNHSM-UHFFFAOYSA-N,-0.6912,444.915,9,6,1,164,0.5161290323,-5.54106414,-3.378015629,2.163048511
VTRWMTJQBQJKQH-UHFFFAOYSA-N,4.1096,310.691,6,3,0,104,0,-5.936026172,-3.7712947,2.164731472
PNDPGZBMCMUPRI-UHFFFAOYSA-N,2.87488,248.188,1,3,1,90,0.6111111111,-5.1395,-2.972636097,2.166863903
HFHILYKHJBJVOM-UHFFFAOYSA-N,7.4081,608.863,1,4,2,240,0.1333333333,-3.712637562,-5.879561996,2.166924434
ANZGQGAJGAEASQ-UHFFFAOYSA-L,-4.6212,312.112,4,0,0,100,0,-2.170011327,-0.001033661813,2.168977665
OHIORSVUWCEHNT-UHFFFAOYSA-N,4.759,282.472,10,1,2,118,0,-2.81,-4.979466789,2.169466789
UPAMVMOKVCRLFY-UHFFFAOYSA-N,-1.6075,218.173,2,6,0,84,0,0.661198997,-1.508573638,2.169772635
JSFITYFUKSFPBZ-UHFFFAOYSA-N,3.31442,347.264,5,3,0,108,0.3157894737,-5.5864,-3.415585809,2.170814191
BTQMNEKPMOZIDW-UHFFFAOYSA-N,3.0423,468.555,21,9,6,186,0.1818181818,-2.542361308,-4.713911548,2.17155024
GYHFUZHODSMOHU-UHFFFAOYSA-N,-0.4704,225.244,2,4,1,88,0,0.600623106,-1.57445628,2.175079386
DPKHZNPWBDQZCN-UHFFFAOYSA-N,-1.96646,337.276,4,5,2,112,0.55,0.472031301,-1.704116675,2.176147976
MHXFWEJMQVIWDH-UHFFFAOYSA-N,0.3201,116.208,4,2,2,50,0,-1.327248701,0.8492262492,2.17647495
GWBJKDRJBWUMFT-UHFFFAOYSA-N,6.223,545.546,0,0,0,124,0,-6.8000002,-4.62336172,2.17663848
CYDMQBQPVICBEU-UHFFFAOYSA-N,5.607,284.784,0,0,0,66,0.5,-7.56,-5.383208784,2.176791216
ZHMIOPLMFZVSHY-UHFFFAOYSA-N,3.3619,339.483,8,3,1,134,0.48,-1.7,-3.878765106,2.178765106
UVWXUICOVOTXNQ-UHFFFAOYSA-N,3.3619,339.483,8,3,1,134,0.48,-3.878765183,-1.700000048,2.178765135
VDZOOKBUILJEDG-UHFFFAOYSA-M,2.6856,273.461,12,2,1,116,0,-4.76387449,-2.585083183,2.178791307
GLZPCOQZEFWAFX-YFHOEESVSA-N,4.52802,403.265,6,5,0,138,0.6296296296,-2.6514,-4.83063792,2.17923792
BLGFGFHRMMDRPC-UHFFFAOYSA-N,5.6014,342.697,2,1,1,112,0.5714285714,-3.562696046,-5.747514112,2.184818066
NOZSPKHARJALMX-UHFFFAOYSA-N,4.2404,311.256,5,2,0,108,0.6,-1.837011158,-4.0220806,2.185069442
NFACJZMKEDPNKN-UHFFFAOYSA-N,3.2751,172.231,0,2,0,66,0.4615384615,-1.37,-3.555474887,2.185474887
WNYGTKAHASSKJM-UHFFFAOYSA-N,6.433,390.564,14,4,0,158,0.2142857143,-8.989632219,-6.804102063,2.185530156
XSFKEMHKDFPDNK-UHFFFAOYSA-M,-8.5204,375.129,0,9,0,144,0,-0.9408131942,-3.126494366,2.185681172
QCWXDVFBZVHKLV-UHFFFAOYSA-N,3.1154,235.287,6,3,1,92,0.3529411765,-1.81,-3.996460692,2.186460692
IDWVKNARDDZONS-UHFFFAOYSA-N,-2.1599,166.062,1,0,0,44,0,0.779729736,-1.408297234,2.18802697
VVIZQGRJJPEJPT-RAIISBKQSA-N,2.7931,627.942,4,3,3,114,0.2857142857,-2.320798962,-4.509000207,2.188201245
YLWQQYRYYZPZLJ-UHFFFAOYSA-N,-1.5888,111.921,0,0,0,14,0,-5.048911582,-2.860351936,2.188559646
IRCMYGHHKLLGHV-UHFFFAOYSA-N,5.9584,391.594,15,1,3,143,0,-3.529803064,-5.718816159,2.189013095
LGEYZYKILBJRED-UHFFFAOYSA-N,1.1871,225.225,1,4,2,78,0.6666666667,-0.354430976,-2.544138527,2.189707551
IYKFYARMMIESOX-UHFFFAOYSA-N,6.9362,645.319,11,4,0,166,0.4838709677,-9.35875668,-7.168221818,2.190534862
STCOOQWBFONSKY-UHFFFAOYSA-N,3.7878,301.43,7,3,1,120,0.4545454545,-1.68,-3.871689357,2.191689357
DNFIEAXZRIFMMN-UHFFFAOYSA-N,0.8666,319.861,2,3,0,110,0.6666666667,-0.8655,-3.05736342,2.19186342
AOPGIPYEZTWCFO-UHFFFAOYSA-M,0.1601,235.259,6,3,0,86,0,-3.470087925,-1.27500666,2.195081265
KKUMBCQWVRPGMH-BYPYZUCNSA-N,-7.33,109.945,0,4,0,32,0,0.3921242805,-1.803180989,2.19530527
PQJZHMCWDKOPQG-UHFFFAOYSA-N,6.27518,481.148,7,6,0,134,0.4615384615,-4.381248689,-6.577060978,2.195812289
NBJGGHFXCGHTNJ-UHFFFAOYSA-N,4.6223,333.431,4,2,1,128,0.48,-7.088437071,-4.891280076,2.197156995
SVIKNKPDPGCMAE-UHFFFAOYSA-N,-7.33,142.043,0,4,0,32,0,0.1263337648,-2.071954361,2.198288126
VTAGVKVPFBOVRM-UHFFFAOYSA-N,0.2663,287.319,4,6,1,110,0.2857142857,0.057509497,-2.141043618,2.198553115
TVOAVZLZJXCTGE-NXEZZACHSA-N,-0.2368,274.202,4,1,1,86,0.4,0.561929382,-1.636728029,2.198657411
XMYBCDHWKUBJDW-UHFFFAOYSA-N,0.9333,158.178,1,2,1,54,0.6,0.8489070931,-1.351563874,2.200470967
PXLVRFQEBVNJOH-UHFFFAOYSA-N,3.0429,354.487,12,4,4,144,0,-5.13882308,-2.938349471,2.200473609
CNCUKGDUDOASDV-UHFFFAOYSA-N,1.5968,448.006,8,2,1,166,0.625,-8.101052559,-5.900476123,2.200576436
MAEIEVLCKWDQJH-UHFFFAOYSA-N,3.1779,364.456,15,0,0,130,0,-0.561645092,-2.763411188,2.201766096
YPZRWBKMTBYPTK-BJDJZHNGSA-N,1.1978,206.289,7,3,2,82,0.4,-0.147158736,-2.349722967,2.202564231
DABQKEQFLJIRHU-UHFFFAOYSA-N,2.2489,116.229,0,1,1,42,0,-3.367213956,-1.163494271,2.203719685
LAYLQVBQIBQVLL-UHFFFAOYSA-N,3.587,276.811,5,2,0,102,0.6315789474,-1.416872788,-3.621662227,2.204789439
LXMSZDCAJNLERA-YQNMCIRBSA-N,4.1028,346.474,5,3,1,134,0.6923076923,-3.062549395,-5.267415587,2.204866192
KRJHRNUTLDTSKY-UHFFFAOYSA-N,3.6236,228.682,0,2,1,78,0.875,-1.73,-3.935263887,2.205263887
VOGKEZAPBBRLPB-UHFFFAOYSA-N,0.5006,376.205,2,7,2,116,0.5714285714,0.3990871294,-1.807924568,2.207011698
CLJIGLPOBRSBNU-UHFFFAOYSA-N,-0.4939,220.25,2,5,0,80,0.3571428571,0.6570840829,-1.550747009,2.207831092
XBPKXTOUESGOQS-JVNZOHJBSA-K,2.3352,207.233,4,3,1,80,0.4,-0.42,-2.628602026,2.208602026
FWYFIIQCOLEFQP-UHFFFAOYSA-N,-2.004,313.31,5,4,1,104,0.5714285714,-3.728066951,-1.518432147,2.209634804
SXNFFTJCEYBMAS-ZROIWOOFSA-N,3.3121,285.73,3,2,1,100,0.6,-5.571722496,-3.360333884,2.211388612
ODKNJVUHOIMIIZ-RRKCRQDMSA-N,1.8982,404.503,2,6,3,160,0,-2.695391274,-4.907339356,2.211948082
GPNZSHBQHQEFRS-UHFFFAOYSA-N,-0.9005,165.16,0,6,4,62,0.75,-1.52,-3.7337867,2.2137867
VGKZBAMIYUHSMU-UHFFFAOYSA-N,3.7458,315.841,6,4,0,120,0.2380952381,-2.094630678,-4.309947164,2.215316486
WZCQRUWWHSTZEM-UHFFFAOYSA-N,5.2491,241.463,13,1,0,104,0,-3.935692561,-6.151423373,2.215730812
PAYWCKGMOYQZAW-UHFFFAOYSA-N,-0.4807,178.946,0,6,0,53,0,1.377095201,-0.8388237365,2.215918937
ILEKKZUHFYUQIE-BTJKTKAUSA-N,-0.4239,116.123,0,2,0,42,0.6666666667,-2.1600001,0.05954336668,2.219543467
FJDPATXIBIBRIM-UHFFFAOYSA-N,4.63264,440.459,5,6,2,164,0.5454545455,-7.981147657,-5.760326546,2.220821111
DUGWBMXFSCILOV-UHFFFAOYSA-N,18.7691,891.501,53,6,0,374,0,-5.47300058,-7.696294823,2.223294243
NWDRKFORNVPWLY-UHFFFAOYSA-N,2.0065,245.234,2,5,1,92,0.7222222222,-0.9,-3.124331734,2.224331734
PMTWGKHDSHSGIL-UHFFFAOYSA-M,7.9934,446.672,18,4,0,182,0.1875,-9.649988729,-7.425485086,2.224503643
KJPKPBMWHKBKHG-UHFFFAOYSA-N,-4.1347,466.189,4,0,0,104,0,-2.917283849,-0.6925585097,2.224725339
OGDVEMNWJVYAJL-UHFFFAOYSA-N,4.8371,369.59,19,3,2,154,0,-5.567720212,-3.342840046,2.224880166
WLUHBKYWTLXULJ-UHFFFAOYSA-N,3.0368,328.413,8,6,2,132,0,-5.823573408,-3.597819693,2.225753715
JUGOREOARAHOCO-UHFFFAOYSA-M,-1.18138,300.143,1,0,1,74,0.7857142857,0.332231481,-1.895595844,2.227827325
VKBPZWOOYLNYSW-YGICXTQQSA-N,-5.5814,484.393,4,8,2,166,0,0.314803038,-1.913624265,2.228427303
CXUDIIIEZHHTDL-UHFFFAOYSA-N,1.8022,183.251,2,2,1,74,0.4615384615,0.736953623,-1.491764534,2.228718157
UHAXPDKVSONCGG-UHFFFAOYSA-N,3.1984,305.502,0,2,1,66,0.7692307692,-1.822256226,-4.052681923,2.230425697
QCDWFXQBSFUVSP-UHFFFAOYSA-N,3.1984,305.502,0,2,1,66,0.7692307692,-4.052681987,-1.822256207,2.23042578
NNBFNNNWANBMTI-UHFFFAOYSA-M,6.0675,1042.028,4,4,1,160,0.3448275862,-4.000846883,-6.232498601,2.231651718
FBFCVJNZKBVVRP-UHFFFAOYSA-N,-0.6494,210.207,6,4,2,76,0,-1.966606854,0.2659462321,2.232553086
BOCVNVQHUWMOEY-UHFFFAOYSA-N,1.2295,389.886,2,5,3,130,0.25,-5.19107198,-2.958340438,2.232731542
JTRXPPVLPJRQIF-UHFFFAOYSA-N,4.1115,353.53,8,1,1,140,0.4615384615,-2.783503289,-5.018775963,2.235272674
VMTZKGPXYYJUAR-UHFFFAOYSA-N,5.77076,332.406,4,2,0,122,0.6923076923,-4.220638859,-6.457646772,2.237007913
YWFWDNVOPHGWMX-UHFFFAOYSA-N,2.5329,345.377,8,7,0,128,0.2608695652,-5.7601,-3.522108468,2.237991532
RZELHTMTJHHEPE-UHFFFAOYSA-N,1.8598,232.121,2,2,2,68,0.5,0.009033913,-2.231369559,2.240403472
XUJNEKJLAYXESH-REOHCLBHSA-N,0.258,631.719,8,12,3,248,0.1333333333,-2.014482722,-4.256284473,2.241801751
XTTIQGSLJBWVIV-UHFFFAOYSA-N,9.3187,438.633,20,3,0,174,0.2,-6.382029914,-8.625105121,2.243075207
PZMMWWLCCGJACT-UHFFFAOYSA-N,5.7931,343.451,2,2,0,122,0.8,-8.313139462,-6.069787651,2.243351811
YCLZBYQDXVJFII-UHFFFAOYSA-N,0.268,142.11,3,2,2,54,0,-2.85,-0.6054511824,2.244548818
YCLSOMLVSHPPFV-UHFFFAOYSA-N,0.268,142.11,3,2,2,54,0,-2.8516,-0.6054511824,2.246148818
MFYSUUPKMDJYPF-UHFFFAOYSA-N,2.7202,210.21,8,3,1,80,0,-1.087251192,-3.334042608,2.246791416
WOCGGVRGNIEDSZ-UHFFFAOYSA-N,0.1128,34.083,0,0,0,8,0,-5.532537815,-3.285287242,2.247250573
ROTHJTLQTAIBOO-TTWKNDKESA-N,5.0618,340.504,14,4,0,140,0,-8.463936356,-6.216197491,2.247738865
NXNSCUZKMVYAJQ-UHFFFAOYSA-N,-1.7941,550.351,8,0,0,140,0,-5.974971986,-3.725542371,2.249429615
BGTOWKSIORTVQH-UHFFFAOYSA-N,4.6172,339.196,2,3,2,102,0.9047619048,-2.82,-5.071904698,2.251904698
OPIHSEIJVQHIOX-UHFFFAOYSA-N,4.7472,204.357,3,0,0,84,0,-7.242203636,-4.988641758,2.253561878
GOAXEHDWLMGWIV-UHFFFAOYSA-N,8.7292,867.234,21,8,2,218,0.3157894737,-12.00111017,-9.747463901,2.253646269
AQJLRRRVSDFMAQ-UHFFFAOYSA-M,3.45,589.453,10,3,0,188,0.1818181818,-8.456581962,-6.202683831,2.253898131
VRCHGIBAGWCXID-UHFFFAOYSA-N,1.4127,451.221,5,2,1,148,0.4444444444,-6.508249728,-4.254037234,2.254212494
VDVCBHJNKZNXKT-UHFFFAOYSA-N,-2.43538,423.426,4,7,1,146,0.3793103448,-4.182725556,-1.927521166,2.25520439
RBFWNACSJQWRQV-XTWSRORZSA-N,3.84422,318.244,7,3,0,112,0.3,-6.087778702,-3.832500486,2.255278216
FEYDRETXYFWGJR-UHFFFAOYSA-N,0.5502,249.286,7,3,0,92,0,-3.988457924,-1.727282012,2.261175912
NCRQTZXHMKBWLU-UHFFFAOYSA-N,0.0707,239.271,2,3,1,94,0.3529411765,0.6211099353,-1.640663936,2.261773871
BYJLFUFCSNYZLF-UHFFFAOYSA-N,2.1082,200.285,1,2,1,78,0.4,-3.809027703,-1.545247809,2.263779894
QPCYNIYZPDJCMB-UHFFFAOYSA-N,0.034,113.038,0,1,1,42,0,-1.485022741,0.7790927668,2.264115508
UOXWPQGDEPCZDZ-BNXVUDNTSA-N,4.2818,375.852,6,5,0,138,0.6153846154,-2.939529652,-5.204975853,2.265446201
QCRFMSUKWRQZEM-UHFFFAOYSA-N,-1.451,150.094,5,4,2,58,0,-1.814635467,0.4531760833,2.26781155
OUADDINWGRXMJO-UHFFFAOYSA-N,2.43452,225.251,1,4,1,84,0.8823529412,-5.352666728,-3.084748843,2.267917885
IIKSFQIOFHBWSO-UHFFFAOYSA-N,1.3604,215.256,0,4,0,82,0.625,0.03,-2.239988793,2.269988793
LAZPBGZRMVRFKY-HNCPQSOCSA-N,6.0786,416.343,11,2,0,124,0.2727272727,-8.376413208,-6.104304588,2.27210862
SQZCAOHYQSOZCE-UHFFFAOYSA-N,0.6273,256.265,1,5,1,96,0.7894736842,-5,-2.727868275,2.272131725
FODDJNZEXHBBKD-UHFFFAOYSA-N,4.28678,193.334,4,1,0,80,0,-6.587338232,-4.314419951,2.272918281
JYZPVFDNYWNWHP-UHFFFAOYSA-N,1.6204,171.583,1,2,2,58,0.5454545455,-3.676718922,-1.401186912,2.27553201
STEYNUVPFMIUOY-UHFFFAOYSA-N,3.8144,195.265,1,1,0,74,0.8666666667,-6.813503151,-4.537224133,2.276279018
HUMNYLRZRPPJDN-UHFFFAOYSA-N,1.3928,218.709,3,3,1,72,0.4615384615,0.660153183,-1.616291729,2.276444912
XLOMZPUITCYLMJ-UHFFFAOYSA-N,0.7634,236.308,8,4,4,98,0,-3.200000781,-0.9229108406,2.27708994
OAHMVZYHIJQTQC-UHFFFAOYSA-N,2.8796,406.486,9,7,0,146,0.2307692308,-4.86,-2.58215138,2.27784862
XLFIZJCJAJYFNV-UHFFFAOYSA-N,1.3306,348.19,11,4,4,118,0,0.458198661,-1.81980018,2.277998841
MFKRHJVUCZRDTF-UHFFFAOYSA-N,3.251,134.222,3,0,0,54,0,-2.09,-4.368399987,2.278399987
CNKHSLKYRMDDNQ-UHFFFAOYSA-N,-3.6486,130.112,0,4,0,36,0,0.1212110943,-2.157868326,2.27907942
HMEYVGGHISAPJR-RUJUCOKOSA-N,3.313,446.485,6,7,3,164,0.3870967742,-3.142214024,-5.421673785,2.279459761
HDACQVRGBOVJII-JBDAPHQKSA-N,-1.4817,238.203,2,7,1,90,0.5294117647,-2.366223361,-0.08400823863,2.282215122
QBLFYKYECNTDCF-UHFFFAOYSA-N,5.3346,495.063,9,5,1,186,0.5142857143,-6.091513465,-3.808922141,2.282591324
RFDAIACWWDREDC-FRVQLJSFSA-N,4.0258,293.322,5,3,1,110,0.7727272727,-2.24,-4.522664547,2.282664547
OFZCIYFFPZCNJE-UHFFFAOYSA-N,4.0258,293.322,5,3,1,110,0.7727272727,-4.522664589,-2.24000001,2.282664579
HBHGRMNRZXKQAU-UHFFFAOYSA-N,0.8612,30.974,0,0,0,5,0,-6.566718008,-4.283126981,2.283591027
QCDFBFJGMNKBDO-UHFFFAOYSA-N,-2.1352,307.347,7,4,0,106,0.3,-4.054649796,-1.770890225,2.283759571
COTRONQEHWUCRV-UHFFFAOYSA-N,2.5836,156.269,0,1,1,66,0,-3.103262125,-0.8177407855,2.28552134
HFEJHAAIJZXXRE-UHFFFAOYSA-N,3.8478,200.322,7,1,1,84,0,-2.111396949,-4.401598003,2.290201054
SZIWVPXLZYHQFM-UHFFFAOYSA-N,-5.992,25.939,0,0,0,8,0,-1.290101588,1.00095283,2.291054418
WPBXOELOQKLBDF-UHFFFAOYSA-N,-2.8684,205.708,0,4,0,48,0,0.1446,-2.14678621,2.29138621
SXPONSAEIRBHLH-UHFFFAOYSA-N,5.4009,356.56,4,4,1,126,0.5,-3.759023956,-6.051040587,2.292016631
KQPKPCNLIDLUMF-QMMMGPOBSA-N,1.9624,280.364,0,4,2,112,0,-5.669571013,-3.377436453,2.29213456
FRFQXYOWMSJIJR-UHFFFAOYSA-N,3.8315,283.355,6,5,0,94,0,-1.4589,-3.751803027,2.292903027
DPOVAJCRYIUTBD-HNNXBMFYSA-N,3.52,265.36,2,3,0,102,0.7,-2.578737402,-4.874312774,2.295575372
KQXKVJAGOJTNJS-OAHLLOKOSA-N,1.8313,216.664,1,3,1,78,0.4285714286,-4.034756761,-1.738864587,2.295892174
IABNRFKGIGJEFF-UHFFFAOYSA-N,0.3317,414.411,11,8,4,162,0.2068965517,-1.210891105,-3.507000147,2.296109042
CLJMMQGDJNYDER-UHFFFAOYSA-N,3.8468,335.875,7,3,3,126,0.5217391304,-1.4292638,-3.725920472,2.296656672
BBDKZWKEPDTENS-UHFFFAOYSA-N,7.9376,350.703,6,3,0,128,0,-9.129966133,-6.830158646,2.299807487
CPJRRXSHAYUTGL-UHFFFAOYSA-N,4.0051,473.791,26,6,6,200,0,-4.960419449,-2.660173238,2.300246211
VWNWVCJGUMZDIU-UHFFFAOYSA-N,0.1595,420.413,8,4,1,138,0.2083333333,-0.32263892,-2.623912382,2.301273462
BAZGVDKAIHZPOH-ZBRFXRBCSA-N,1.7778,288.401,15,2,0,118,0,-6.79723893,-4.495882697,2.301356233
GQKRUMZWUHSLJF-NTCAYCPXSA-N,4.5448,392.484,5,5,3,142,0.7142857143,-2.94,-5.241376486,2.301376486
XIUROWKZWPIAIB-UHFFFAOYSA-N,4.2341,523.549,8,7,4,196,0.5384615385,-8.213807356,-5.912330372,2.301476984
RFDAIACWWDREDC-UHFFFAOYSA-N,1.5649,421.435,8,8,3,154,0.4137931034,-6.3943,-4.092266039,2.302033961
FWZUNOYOVVKUNF-UHFFFAOYSA-N,4.23662,374.784,6,6,1,134,0.4615384615,-7.605298094,-5.302313202,2.302984892
XPHHWVZARKXKST-UHFFFAOYSA-N,1.5467,239.323,6,6,1,96,0.3529411765,-4.889,-2.586008661,2.302991339
PYUYQYBDJFMFTH-JJKYIXSRSA-N,4.2528,309.366,8,5,0,122,0.2727272727,-6.4491,-4.145317109,2.303782891
ZIXNZOBDFKSQTC-UHFFFAOYSA-N,5.7768,426.775,4,4,2,144,0.5925925926,-4.164806951,-6.468758625,2.303951674
BQHCQAQLTCQFJZ-UHFFFAOYSA-N,-0.62598,445.322,10,4,1,150,0.4137931034,-6.40563026,-4.100109968,2.305520292
GHASVSINZRGABV-UHFFFAOYSA-N,-1.5737,838.004,4,10,2,190,0.4736842105,-4.668690754,-2.360843444,2.30784731
LTXDVFFEVZJDGT-UHFFFAOYSA-N,5.941,362.51,14,4,0,146,0.2307692308,-8.56,-6.250644344,2.309355656
GTWNJZNRBRCACB-UHFFFAOYSA-N,-3.236,576.345,6,1,0,148,0,-0.475125982,-2.784692122,2.30956614
DIQMPQMYFZXDAX-UHFFFAOYSA-N,0.5172,126.926,1,2,0,34,0,0.8964494063,-1.41372331,2.310172716
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.4036,309.24,3,1,1,106,0.65,-4.916255984,-2.605425905,2.310830079
JJGAIWGZQREFFO-UHFFFAOYSA-N,4.6979,287.406,0,1,0,110,0.5454545455,-5.403499984,-3.089999914,2.31350007
LOQGSOTUHASIHI-UHFFFAOYSA-N,4.6979,287.406,0,1,0,110,0.5454545455,-3.09,-5.40350008,2.31350008
IKVPKVIYHXZKMK-UHFFFAOYSA-N,0.3132,527.574,4,10,6,204,0.1578947368,0.022009623,-2.292839793,2.314849416
BIWJNBZANLAXMG-GPTKHRSPSA-N,1.1358,349.865,2,2,2,126,0.8,-4.165498874,-1.849928808,2.315570066
SAPGTCDSBGMXCD-UHFFFAOYSA-N,25.8072,2285.676,55,32,2,938,0.1463414634,-5.359014668,-7.675134687,2.316120019
FPVRUILUEYSIMD-YCIUFLETSA-N,-0.989,268.273,2,8,4,104,0.2631578947,0.571423018,-1.746323991,2.317747009
LMEKQMALGUDUQG-UHFFFAOYSA-N,2.02132,394.435,4,7,3,150,0.4137931034,-5.964531676,-3.643404181,2.321127495
GSNOZLZNQMLSKJ-UHFFFAOYSA-N,4.95397,503.215,19,2,2,198,0.2857142857,-12.05632873,-9.735151342,2.321177388
GXDHCNNESPLIKD-UHFFFAOYSA-N,-5.12892,361.311,5,8,1,122,0,0.442127242,-1.879484558,2.3216118
KLIHWYNSISMOMR-UHFFFAOYSA-N,2.4395,156.269,1,1,1,66,0,-0.29,-2.612324476,2.322324476
XLOMVQKBTHCTTD-UHFFFAOYSA-N,2.9164,433.53,5,7,0,162,0.4,-1.692536484,-4.015030095,2.322493611
VDNNHBMWPQQUCI-UHFFFAOYSA-N,1.5273,415.496,6,6,2,144,0.1785714286,-1.3200001,-3.647018012,2.327017912
HSNNLWPVPBKGQW-UHFFFAOYSA-N,5.0754,314.425,8,3,0,124,0.4347826087,-7.54,-5.211864507,2.328135493
UKOJVGHJIMUQHH-UHFFFAOYSA-N,0.357,396.544,4,6,2,132,0,-4.542133788,-2.213716873,2.328416915
MJELWGXEQOCGGW-UHFFFAOYSA-N,0.98162,403.906,7,4,0,150,0.5714285714,-5.955969577,-3.626681729,2.329287848
XWUHTDIIQSYUDH-FPYGCLRLSA-N,-4.6523,496.215,3,1,0,116,0,-3.45762466,-1.127569872,2.330054788
IDYGRQQUWYMRTA-AATRIKPKSA-N,7.7214,589.601,23,6,2,222,0.1538461538,-11.28911114,-8.958894771,2.330216369
PXWLVJLKJGVOKE-UHFFFAOYSA-N,4.78758,375.453,4,6,0,134,0.7037037037,-8.097434324,-5.766373484,2.33106084
XHZUSMBAWAVCRE-UHFFFAOYSA-N,-2.6693,392.183,1,6,4,82,0,0.075928866,-2.256628407,2.332557273
WYQIVZKSGGKUAX-UHFFFAOYSA-N,3.1547,275.197,7,6,0,100,0.3333333333,-1.878542296,-4.211987673,2.333445377
YQUVCSBJEUQKSH-UHFFFAOYSA-N,0,157.25,0,0,0,8,0,-4.798650645,-7.132271442,2.333620797
QQQMUBLXDAFBRH-UHFFFAOYSA-N,1.5248,238.24,10,4,2,94,0,-4.33,-1.996242776,2.333757224
ZTBPMPNPJPKIHB-UHFFFAOYSA-N,4.2274,249.357,3,1,0,96,0.6315789474,-6.570746744,-4.235876545,2.334870199
PPZMYIBUHIPZOS-UHFFFAOYSA-N,3.0388,300.83,8,4,1,114,0.3,-0.724274426,-3.060339428,2.336065002
GLYGDCUZVIJKRL-UHFFFAOYSA-N,1.01549,152.182,0,3,2,50,0.9,-0.346779559,-2.684866746,2.338087187
MOKBCQAPOUEXMW-UHFFFAOYSA-N,5.3743,774.981,14,7,0,278,0.3703703704,-8.580292169,-6.240970978,2.339321191
FUOOLUPWFVMBKG-UHFFFAOYSA-N,3.5556,204.219,2,0,0,76,0.8,-6.912156137,-4.571978202,2.340177935
DJNTZVRUYMHBTD-UHFFFAOYSA-N,10.8114,536.882,30,4,0,224,0,-6.553787585,-8.894096413,2.340308828
BPIUKMIZYGZZRF-VAWYXSNFSA-N,3.20824,220.341,1,3,1,80,0.4,-5.391452625,-3.050868896,2.340583729
XMGQYMWWDOXHJM-JTQLQIEISA-N,2.3997,484.043,6,7,2,168,0.4838709677,-5.73596693,-3.394405596,2.341561334
DKWHHTWSTXZKDW-UHFFFAOYSA-N,2.0567,200.259,2,2,1,72,0.4615384615,0.6127511139,-1.730313882,2.343064996
YCIYTXRUZSDMRZ-UHFFFAOYSA-N,4.29284,340.382,0,2,2,126,0.8461538462,-7.783778559,-5.439881003,2.343897556
FZUWYUIYVKESIP-UHFFFAOYSA-N,1.6264,238.246,0,4,2,88,0.6666666667,-5.859,-3.514874378,2.344125622
WOMVICAMAQURRN-UHFFFAOYSA-N,2.3357,187.714,0,1,1,70,0,0.07481514,-2.269418449,2.344233589
NFABBAWHYBOFPI-UHFFFAOYSA-N,1.5202,767.906,20,9,8,292,0.2777777778,-5.015251515,-2.669027838,2.346223677
HSUGRBWQSSZJOP-RTWAWAEBSA-N,6.36572,598.007,8,8,1,216,0.6279069767,-9.267501588,-6.920316036,2.347185552
XMFMYKMPBCMDFG-UHFFFAOYSA-N,4.2058,531.44,7,7,0,190,0.4722222222,-6.787781038,-4.439651315,2.348129723
KRGNLCAXPGOHQH-FNORWQNLSA-N,2.4703,433.377,5,9,1,164,0.3870967742,-1.733233353,-4.084622794,2.351389441
HNJJXZKZRAWDPF-UHFFFAOYSA-N,2.2831,216.737,3,2,1,72,0.4615384615,0.191716861,-2.160269674,2.351986535
