Name,Octanol-water partition coefficient,Molecular weight,Number of rotatable bonds,HAcceptors,HDonor,valence Electron,Aromatic Proportion,logS
JZWOKDTXYPEJEW-UHFFFAOYSA-N,3.6029000000000018,256.736,1.0,2.0,1.0,90.0,0.6666666666666666,-4.392448356
AYDXAULLCROVIT-UHFFFAOYSA-N,3.425200000000001,295.33799999999997,4.0,2.0,1.0,112.0,0.5454545454545454,-4.390053717
KRSJARZIUCHGQS-UHFFFAOYSA-N,3.437100000000002,294.35400000000004,5.0,4.0,1.0,112.0,0.7727272727272727,-4.389688696
NUQDJSMHGCTKNL-UHFFFAOYSA-N,2.8817000000000013,220.26799999999992,2.0,3.0,1.0,86.0,0.375,-4.389191736
YZLDURCREAJHLI-UHFFFAOYSA-N,4.117100000000004,381.516,4.0,4.0,1.0,150.0,0.42857142857142855,-4.3883881460000005
WDECDYIZHLLLNN-UHFFFAOYSA-N,4.207800000000004,326.8710000000001,3.0,2.0,0.0,120.0,0.5217391304347826,-4.387267621
RUMKATDUXZBMJB-UHFFFAOYSA-N,4.207800000000003,326.8710000000001,3.0,2.0,0.0,120.0,0.5217391304347826,-4.387267621
NYOXUFIGYAMVOL-VAWYXSNFSA-N,3.164300000000001,263.337,7.0,3.0,2.0,104.0,0.3157894736842105,-4.387088145
KLSLAJCPPHOEAM-UHFFFAOYSA-N,3.168820000000002,365.47000000000014,10.0,6.0,0.0,146.0,0.23076923076923078,-4.386760474
RKBPFDSABQZWQQ-UHFFFAOYSA-N,3.168820000000002,365.47000000000014,10.0,6.0,0.0,146.0,0.23076923076923078,-4.386760474
IOBTZSDTPDLZMK-UHFFFAOYSA-N,1.0940999999999996,318.329,4.0,5.0,2.0,122.0,0.2608695652173913,-4.385604923
RFPVXZWXDPIKSD-UHFFFAOYSA-N,2.6861000000000006,388.53000000000014,8.0,6.0,2.0,150.0,0.23076923076923078,-4.385296762
OIKUIULSCUTJRI-JJECXDOKSA-N,-1.966399999999995,405.92600000000004,7.0,5.0,3.0,152.0,0.42857142857142855,-4.383134378
ONEJOFKVJCCUOT-UHFFFAOYSA-N,3.888100000000003,289.419,7.0,3.0,0.0,116.0,0.2857142857142857,-4.382345808
YSAUAVHXTIETRK-AATRIKPKSA-N,2.4953000000000003,206.31400000000002,2.0,3.0,0.0,74.0,0.35714285714285715,-4.381381161
XBHOUXSGHYZCNH-UHFFFAOYSA-N,3.963300000000002,211.289,1.0,2.0,0.0,72.0,1.0,-4.380182465
NHOWDZOIZKMVAI-KRWDZBQOSA-N,4.067600000000003,331.202,3.0,3.0,1.0,110.0,0.8181818181818182,-4.380000099999999
IYYZUPMFVPLQIF-UHFFFAOYSA-N,4.054500000000002,184.263,0.0,1.0,0.0,62.0,1.0,-4.380000099999999
ONUFESLQCSAYKA-UHFFFAOYSA-N,2.8800000000000017,330.171,2.0,3.0,1.0,112.0,0.2857142857142857,-4.380000099999999
LZCAXNJTFIACNO-UHFFFAOYSA-L,-3.1084999999999923,508.26999999999987,5.0,0.0,0.0,122.0,0.0,-4.37975947
LZNWYQJJBLGYLT-UHFFFAOYSA-N,1.6425,337.382,2.0,6.0,2.0,114.0,0.5,-4.379192906
DEFHRKSFURUDIU-UHFFFAOYSA-N,3.9342000000000015,349.553,5.0,4.0,1.0,110.0,0.5238095238095238,-4.376184529
LFAXYIHYMGEIHW-UHFFFAOYSA-N,2.00434,304.37100000000004,3.0,4.0,2.0,110.0,0.5714285714285714,-4.37449017
MRGGCOJFSFIOSQ-UHFFFAOYSA-N,-0.631999999999997,347.8860000000001,8.0,2.0,1.0,130.0,0.5,-4.374115872
DWUOZVCWMPJABS-UHFFFAOYSA-N,2.5257200000000006,312.2180000000001,6.0,3.0,1.0,102.0,0.3333333333333333,-4.373865909
MFHDWFVXLYMMKW-UHFFFAOYSA-N,1.2368000000000003,399.42800000000005,9.0,5.0,4.0,152.0,0.37037037037037035,-4.373551812
VREFGVBLTWBCJP-UHFFFAOYSA-N,3.5801200000000017,308.772,1.0,4.0,0.0,108.0,0.7727272727272727,-4.37236241
DNFMJYXRIMLMBZ-UHFFFAOYSA-N,4.755600000000004,362.3039999999999,4.0,3.0,0.0,126.0,0.625,-4.371545216
QUGNAXFNFWRXGZ-UHFFFAOYSA-N,4.864620000000006,333.9030000000001,8.0,2.0,0.0,126.0,0.5217391304347826,-4.371328062
TUYUUFHIRZADJZ-UHFFFAOYSA-N,-0.10639999999999761,333.903,8.0,1.0,1.0,126.0,0.5217391304347826,-4.371328062
DSERYMNADDJALG-FOWTUZBSSA-N,3.405100000000002,277.327,3.0,3.0,1.0,104.0,0.5714285714285714,-4.371110146
BQDBKDMTIJBJLA-UHFFFAOYSA-N,3.2802000000000016,445.6100000000002,6.0,6.0,1.0,160.0,0.4,-4.370873962
WRCITXQNXAIKLR-UHFFFAOYSA-N,3.5582000000000025,294.526,15.0,4.0,2.0,110.0,0.0,-4.370459254
MCOQHIWZJUDQIC-UHFFFAOYSA-N,3.130700000000001,258.10400000000004,2.0,2.0,1.0,84.0,0.375,-4.369999900000001
LRJOMUJRLNCICJ-VVCDUNCFSA-N,2.1284,402.4870000000002,3.0,6.0,2.0,158.0,0.0,-4.369999900000001
CXWXQJXEFPUFDZ-UHFFFAOYSA-N,2.5654000000000012,132.206,0.0,0.0,0.0,52.0,0.6,-4.369999900000001
VTUSIVBDOCDNHS-UHFFFAOYSA-N,3.7524400000000036,276.42400000000004,7.0,2.0,1.0,112.0,0.3,-4.367491074
TUAPYWSFEYRCLS-UHFFFAOYSA-M,-1.4362999999999995,425.42300000000006,6.0,7.0,2.0,138.0,0.6071428571428571,-4.366355584
LHNXUEAGNLUMMI-JVFQMWRPSA-N,4.708100000000004,373.92400000000004,3.0,3.0,1.0,140.0,0.4230769230769231,-4.3659539689999995
LHNXUEAGNLUMMI-BHLCTJEESA-N,4.708100000000004,373.92400000000004,3.0,3.0,1.0,140.0,0.4230769230769231,-4.3659539689999995
RJODSWMFHIEXQP-UHFFFAOYSA-N,2.3859000000000004,383.18500000000006,4.0,3.0,3.0,104.0,0.6,-4.365924556
ISPVXYGNERQUGG-UHFFFAOYSA-N,3.408100000000003,469.6510000000001,5.0,4.0,2.0,178.0,0.45454545454545453,-4.36427275
CUCHJCMWNFEYOM-UHFFFAOYSA-N,3.2003000000000013,360.7720000000001,3.0,4.0,1.0,128.0,0.48,-4.363270247
WNQXMPAEGKXDJK-UHFFFAOYSA-N,5.0789000000000035,373.8020000000001,7.0,4.0,0.0,114.0,0.3,-4.363099872
QYQUSDHCFRWLMV-UHFFFAOYSA-N,2.9118000000000013,336.43200000000013,9.0,5.0,0.0,134.0,0.25,-4.362544454
NEAUUNBQQPLQGJ-UHFFFAOYSA-N,2.7326000000000006,300.446,4.0,2.0,0.0,120.0,0.2727272727272727,-4.360495145
BSHLEKSMWWVWPI-UHFFFAOYSA-N,3.5372200000000023,293.40700000000004,8.0,3.0,1.0,118.0,0.2857142857142857,-4.360260516
LPEPZBJOKDYZAD-UHFFFAOYSA-N,4.147200000000001,281.23299999999995,3.0,2.0,2.0,104.0,0.6,-4.3600001
CXOWYJMDMMMMJO-UHFFFAOYSA-N,2.832600000000001,100.20499999999998,1.0,0.0,0.0,44.0,0.0,-4.3600001
ZISSAWUMDACLOM-UHFFFAOYSA-N,2.6885000000000012,100.20499999999998,0.0,0.0,0.0,44.0,0.0,-4.3600001
HEMJJKBWTPKOJG-UHFFFAOYSA-N,3.573240000000002,250.33799999999997,6.0,2.0,1.0,100.0,0.3333333333333333,-4.359906616
OJIIZIWOLTYOBS-UHFFFAOYSA-N,4.7862000000000045,388.93900000000014,6.0,3.0,1.0,146.0,0.4444444444444444,-4.359429222
SMNOERSLNYGGOU-UHFFFAOYSA-N,1.177,382.89100000000025,5.0,5.0,1.0,130.0,0.2608695652173913,-4.357488151
HKAZHNCYFOUFFY-UHFFFAOYSA-N,0.2479000000000003,360.7120000000001,6.0,1.0,1.0,120.0,0.5454545454545454,-4.35575263
JDRXPVCGKNGPAX-UHFFFAOYSA-N,0.2479000000000003,360.7120000000001,6.0,1.0,1.0,120.0,0.5454545454545454,-4.35575263
VJECBOKJABCYMF-UHFFFAOYSA-N,1.221800000000001,547.5900000000005,4.0,11.0,2.0,204.0,0.42105263157894735,-4.354634599
BNWQPZXARAASNP-UHFFFAOYSA-N,3.6256200000000023,307.4340000000001,8.0,4.0,0.0,124.0,0.2727272727272727,-4.354212973
JKLZHNLMWBDPJY-UHFFFAOYSA-N,3.625620000000003,307.434,8.0,4.0,0.0,124.0,0.2727272727272727,-4.354212973
ZEKLFUWSVQYTOO-UHFFFAOYSA-N,3.1567000000000016,297.398,4.0,3.0,1.0,116.0,0.5454545454545454,-4.3527641269999995
UTEIARSBTFKRJL-UHFFFAOYSA-N,-1.1365999999999952,346.90200000000004,8.0,1.0,2.0,130.0,0.5,-4.352682315
GNDQRLWDVIQPMI-UHFFFAOYSA-L,-2.9643999999999924,414.26999999999987,7.0,0.0,0.0,122.0,0.0,-4.352465651
QADHLRWLCPCEKT-LOVVWNRFSA-N,3.671000000000003,290.447,0.0,2.0,2.0,118.0,0.0,-4.350126904
VBCPVIWPDJVHAN-UHFFFAOYSA-N,4.616700000000005,340.29400000000004,8.0,2.0,0.0,120.0,0.5454545454545454,-4.350003033999999
DLKQHBOKULLWDQ-UHFFFAOYSA-N,3.6023000000000014,207.07,0.0,0.0,0.0,54.0,0.9090909090909091,-4.3499999
DKPMWHFRUGMUKF-ROFVJESDSA-N,3.4487000000000014,408.5790000000002,4.0,4.0,4.0,166.0,0.0,-4.3499999
GCAHOAMXTYBLNZ-DGJXZBFTSA-N,3.4487000000000014,408.57900000000024,4.0,4.0,4.0,166.0,0.0,-4.3499999
ORJVQPIHKOARKV-OAHLLOKOSA-N,3.4559000000000024,295.38200000000006,2.0,3.0,0.0,114.0,0.5454545454545454,-4.349810081
DQZVUDZSBQMLJC-UHFFFAOYSA-N,3.278620000000001,208.264,0.0,2.0,1.0,78.0,0.875,-4.348732582
BSDDSRKVZZVVQX-UHFFFAOYSA-N,3.4297000000000013,208.26399999999998,1.0,2.0,1.0,78.0,0.875,-4.348732582
QDFZZUZHYOGLPL-UHFFFAOYSA-N,3.278620000000001,208.26400000000004,0.0,2.0,1.0,78.0,0.875,-4.348732582
QQRIRFIZTPHLEM-UHFFFAOYSA-N,3.278620000000001,208.26400000000004,0.0,2.0,1.0,78.0,0.875,-4.348732582
YDNFAUYKNHHSDV-UHFFFAOYSA-N,3.278620000000001,208.264,0.0,2.0,1.0,78.0,0.875,-4.348732582
BWNVEGBYTQUWJJ-RTFAEJQKSA-N,-6.451800000000012,625.5500000000004,13.0,8.0,3.0,230.0,0.38095238095238093,-4.34755155
XJSFLOJWULLJQS-NGVXBBESSA-N,3.013400000000006,828.006,12.0,16.0,3.0,332.0,0.0,-4.343192278
GJHSNEVFXQVOHR-UHFFFAOYSA-L,-3.534599999999992,576.3300000000002,9.0,4.0,0.0,178.0,0.375,-4.342204221
RFGXJQLQGRJKMD-UHFFFAOYSA-N,2.8784,239.23399999999998,1.0,4.0,1.0,88.0,0.7777777777777778,-4.341396386
HYFHYPWGAURHIV-JFIAXGOJSA-N,2.5807000000000007,545.6290000000006,9.0,10.0,2.0,214.0,0.15384615384615385,-4.33895746
MCLOPXVYPGACGR-UHFFFAOYSA-N,3.0389000000000017,247.294,3.0,3.0,0.0,96.0,0.3333333333333333,-4.336308746
VGKPEPAXRYVWPG-RACBXGGBSA-N,1.9075000000000002,471.55000000000035,5.0,6.0,5.0,184.0,0.17647058823529413,-4.335071246
GKXJMIOXPSNPJS-CEWLAPEOSA-N,4.416800000000004,311.4690000000001,2.0,2.0,1.0,124.0,0.2608695652173913,-4.335052322
IYZRHARBJQCJKZ-LVEZLNDCSA-N,1.1813000000000047,654.6690000000006,9.0,10.0,6.0,252.0,0.2553191489361702,-4.334579155
ZQSIJRDFPHDXIC-UHFFFAOYSA-N,2.8712000000000013,254.24099999999999,1.0,4.0,2.0,94.0,0.8421052631578947,-4.3318938860000005
DHWRNDJOGMTCPB-UHFFFAOYSA-N,2.8699000000000012,338.79500000000013,2.0,5.0,1.0,124.0,0.4782608695652174,-4.329999900000001
XEDRZUZYWQWFNN-UHFFFAOYSA-N,4.223100000000004,330.815,5.0,4.0,2.0,120.0,0.7391304347826086,-4.32924957
HVFQJWGYVXKLTE-UHFFFAOYSA-N,3.4224000000000006,258.1169999999999,1.0,1.0,1.0,94.0,0.35294117647058826,-4.329034587
RJTOSFZZYBCYTM-UHFFFAOYSA-N,-0.3324799999999981,391.914,6.0,2.0,2.0,146.0,0.4444444444444444,-4.328369641
YAEANQXMMPFYHR-UHFFFAOYSA-L,-1.6807599999999947,582.3360000000002,7.0,2.0,0.0,174.0,0.7058823529411765,-4.324264557
QGCMBZODJHRGQM-UHFFFAOYSA-L,-1.6807599999999956,582.3360000000001,7.0,2.0,0.0,174.0,0.7058823529411765,-4.324264557
YQYVFVRQLZMJKJ-UHFFFAOYSA-N,3.3264000000000014,271.404,2.0,2.0,1.0,108.0,0.3,-4.321681952
MWXMWHAEFXOXRF-UHFFFAOYSA-N,4.301640000000006,469.45300000000015,8.0,5.0,1.0,172.0,0.3870967741935484,-4.32133854
YNDXUCZADRHECN-KYKSJQFTSA-N,2.4188,434.50400000000025,2.0,6.0,2.0,170.0,0.0,-4.3200002
VCWJEHDQXIPHQM-UHFFFAOYSA-N,3.6974000000000027,281.99399999999997,4.0,2.0,0.0,84.0,0.0,-4.319887603
BWYOJTILHQWIRQ-RRABGKBLSA-N,4.237220000000005,461.0020000000001,9.0,6.0,0.0,174.0,0.375,-4.3193077
KCVRSLICXICRCK-UHFFFAOYSA-N,3.7440000000000033,289.41900000000004,6.0,3.0,0.0,116.0,0.2857142857142857,-4.318512253
UMPSEGNTCDIXFF-UHFFFAOYSA-N,3.1411000000000007,474.3860000000003,13.0,6.0,2.0,132.0,0.2608695652173913,-4.318184209
YNDXUCZADRHECN-JNQJZLCISA-N,2.4188,434.50400000000025,2.0,6.0,2.0,170.0,0.0,-4.315774483999999
NESMARWNWRENBF-UHFFFAOYSA-L,-3.172199999999994,434.25999999999993,4.0,0.0,0.0,126.0,0.2727272727272727,-4.315530543
RUOFYGLAOTYOFP-UHFFFAOYSA-N,3.4213200000000015,351.4870000000001,9.0,5.0,2.0,142.0,0.24,-4.315460346
CFRFHWQYWJMEJN-UHFFFAOYSA-N,2.8400000000000007,181.23800000000003,0.0,1.0,1.0,68.0,0.8571428571428571,-4.31500216
LETUJYJJIASUKQ-UHFFFAOYSA-N,5.3471000000000055,391.43299999999994,7.0,4.0,0.0,128.0,0.43478260869565216,-4.3138816339999995
HMGNIKUGDLAONQ-UHFFFAOYSA-N,3.6385000000000027,409.357,5.0,4.0,1.0,146.0,0.4444444444444444,-4.31324279
VPMWFZKOWULPGT-UHFFFAOYSA-N,2.2759,328.8210000000002,2.0,3.0,1.0,114.0,0.2857142857142857,-4.312826355
RMHMFHUVIITRHF-UHFFFAOYSA-N,1.559399999999999,351.4100000000001,2.0,5.0,1.0,134.0,0.46153846153846156,-4.311043821
ZUOUZKKEUPVFJK-UHFFFAOYSA-N,3.353600000000002,154.21199999999996,1.0,0.0,0.0,58.0,1.0,-4.3099999
OTKXWJHPGBRXCR-UHFFFAOYSA-N,3.144300000000001,297.65600000000006,5.0,6.0,0.0,94.0,0.35294117647058826,-4.3099999
MBRLOUHOWLUMFF-UHFFFAOYSA-N,3.3103000000000016,244.29,3.0,3.0,0.0,94.0,0.5555555555555556,-4.3099999
WQEPLUUGTLDZJY-UHFFFAOYSA-N,5.162200000000004,242.40299999999993,13.0,1.0,1.0,102.0,0.0,-4.3099999
WQDAVGDBWHWDSC-UHFFFAOYSA-N,3.6633000000000004,281.23299999999995,2.0,2.0,2.0,104.0,0.6,-4.309188753
LYQLXJMHHDAPRW-UHFFFAOYSA-N,0.06450000000000222,333.903,7.0,1.0,1.0,126.0,0.5217391304347826,-4.308772558
VLNZLRGVZZUCPQ-UHFFFAOYSA-N,3.7345000000000015,350.5030000000001,14.0,5.0,1.0,142.0,0.24,-4.306645624
ZUMKGEDSJKWRFD-UHFFFAOYSA-N,3.701900000000002,281.403,4.0,3.0,1.0,110.0,0.5714285714285714,-4.306313954
GGRAYWKQKPBDHR-UHFFFAOYSA-N,1.3381999999999996,302.32700000000006,6.0,6.0,2.0,120.0,0.0,-4.304385676
QSLMDECMDJKHMQ-UHFFFAOYSA-N,4.211400000000004,277.411,4.0,1.0,1.0,108.0,0.5714285714285714,-4.303874476
OXERTUUKTZDQPG-UHFFFAOYSA-N,2.9930200000000013,286.169,4.0,2.0,2.0,88.0,0.375,-4.302807737
USPWUOFNOTUBAD-UHFFFAOYSA-N,3.4009,236.06099999999995,0.0,0.0,0.0,84.0,0.4,-4.30262244
IUPCWCLVECYZRV-JZMZINANSA-N,2.6704000000000008,581.7470000000002,6.0,10.0,2.0,234.0,0.0,-4.30143855
WPWZGEGFOHKFHG-UHFFFAOYSA-M,0.9577999999999995,375.8960000000001,6.0,3.0,0.0,140.0,0.46153846153846156,-4.300906401000001
VGRCKKUXCQQONQ-UHFFFAOYSA-N,4.356500000000005,271.8759999999999,5.0,1.0,0.0,106.0,0.0,-4.300827155
BFPYWIDHMRZLRN-YNPXEITASA-N,3.6126000000000027,296.40999999999997,0.0,2.0,2.0,116.0,0.2727272727272727,-4.3000002
ZGUGWUXLJSTTMA-UHFFFAOYSA-N,4.241000000000003,284.42800000000005,4.0,3.0,0.0,104.0,0.6,-4.3000002
ALEXXDVDDISNDU-VVCDUNCFSA-N,2.3524000000000003,404.50300000000027,3.0,6.0,2.0,160.0,0.0,-4.3000002
XBPMXUYSYAIPTR-UHFFFAOYSA-N,3.0648000000000017,217.268,1.0,2.0,0.0,84.0,0.375,-4.299569289
TXEGJMKARLVHJF-UHFFFAOYSA-N,1.7182799999999998,229.19899999999996,3.0,6.0,1.0,84.0,0.35294117647058826,-4.294259757
XDTLDKQRTDJPRA-BTJKTKAUSA-N,2.1267000000000014,413.42600000000016,4.0,6.0,3.0,158.0,0.4,-4.29417848
QYYJLBGFIYZBTC-UHFFFAOYSA-N,3.6240200000000025,307.434,7.0,4.0,0.0,124.0,0.2727272727272727,-4.291852229
DZXHCZMBTDWPGU-UHFFFAOYSA-N,3.7879000000000036,328.8869999999999,3.0,2.0,0.0,122.0,0.5217391304347826,-4.291733464
RJTJVVYSTUQWNI-UHFFFAOYSA-N,3.4022000000000014,156.22799999999998,1.0,0.0,0.0,60.0,0.8333333333333334,-4.29
QHJMFSMPSZREIF-UHFFFAOYSA-N,3.456640000000002,156.22799999999998,0.0,0.0,0.0,60.0,0.8333333333333334,-4.29
BOVGTQGAOIONJV-UHFFFAOYSA-N,1.6298199999999998,323.4180000000002,3.0,4.0,2.0,120.0,0.2727272727272727,-4.29
RZTAMFZIAATZDJ-UHFFFAOYSA-N,3.9643000000000033,384.25900000000007,4.0,5.0,1.0,134.0,0.24,-4.289930631
NOPNPWGOSOEBRI-YEUQMBKVSA-N,4.281500000000006,503.44200000000006,9.0,6.0,1.0,184.0,0.36363636363636365,-4.288644504
JFKZWPHLKRLWGY-HPJBNNNXSA-N,4.281500000000006,503.44200000000006,9.0,6.0,1.0,184.0,0.36363636363636365,-4.288644504
OYMQAWWYAKWMSI-UHFFFAOYSA-N,3.6015000000000033,289.41900000000004,5.0,3.0,0.0,116.0,0.2857142857142857,-4.288340785
FCWMZGOTKKOFPK-UHFFFAOYSA-N,3.7493000000000016,331.176,5.0,4.0,1.0,104.0,0.55,-4.287045685
AGHANLSBXUWXTB-UHFFFAOYSA-N,3.7493000000000016,331.176,5.0,4.0,1.0,104.0,0.55,-4.285524512
LQWKXWQXAGWDHM-UHFFFAOYSA-M,-0.4870000000000003,288.278,4.0,3.0,0.0,100.0,0.7142857142857143,-4.283720271
ZDPIZLCVJAAHHR-UHFFFAOYSA-N,2.29854,192.045,0.0,1.0,1.0,60.0,0.5454545454545454,-4.283389436
DCGBGORSWRCSGN-UHFFFAOYSA-N,2.3724000000000007,302.37800000000004,5.0,6.0,2.0,118.0,0.5454545454545454,-4.283269618
POBJFOWZTSZNQJ-UHFFFAOYSA-N,0.4174000000000002,430.4650000000002,8.0,11.0,2.0,166.0,0.3870967741935484,-4.281755328
QMQBBUPJKANITL-VNJAQMQMSA-N,4.697300000000006,375.94,8.0,3.0,0.0,142.0,0.46153846153846156,-4.280648857
IZUPBVBPLAPZRR-UHFFFAOYSA-N,4.6592,266.33799999999997,0.0,1.0,1.0,66.0,0.5,-4.2800002
LXMSZDCAJNLERA-YQNMCIRBSA-N,4.852300000000005,416.5830000000003,1.0,5.0,0.0,158.0,0.0,-4.2800002
WGECXQBGLLYSFP-SSDOTTSWSA-N,2.6885000000000012,100.205,2.0,0.0,0.0,44.0,0.0,-4.2800002
QXOWEHJVUGQSBP-UHFFFAOYSA-N,4.3791000000000055,411.348,4.0,3.0,0.0,146.0,0.4444444444444444,-4.279749315
MJZJYWCQPMNPRM-UHFFFAOYSA-N,3.0284000000000013,394.69000000000005,6.0,7.0,2.0,132.0,0.25,-4.278182885
LNPKUUYTKHCNAJ-UHFFFAOYSA-L,-0.8753999999999924,606.4870000000003,8.0,1.0,0.0,192.0,0.34285714285714286,-4.277671518
MDQMPQGZNSBLCI-UHFFFAOYSA-N,4.186300000000005,305.88999999999993,8.0,3.0,0.0,120.0,0.0,-4.276045991
HXVLBOCPXAUHQG-UHFFFAOYSA-N,4.397500000000004,355.9540000000001,9.0,4.0,2.0,138.0,0.25,-4.274928401
HHXKJHBLIWETHV-UHFFFAOYSA-N,3.4120000000000017,410.5140000000002,9.0,6.0,0.0,160.0,0.4,-4.27487149
ROEBJVHPINPMKL-UHFFFAOYSA-N,6.022800000000005,428.7910000000001,6.0,4.0,2.0,146.0,0.5925925925925926,-4.2743017089999995
BHECBLIRYXAYDD-KCUXUEJTSA-N,4.864200000000004,352.70300000000003,4.0,1.0,0.0,106.0,0.6,-4.2732476230000005
YGSCSZBZKJMUHC-UHFFFAOYSA-N,1.7057,264.328,0.0,2.0,2.0,100.0,0.6,-4.272924057
ZFULPIWVZQAEGU-RMZRELHQSA-N,4.151000000000006,515.4780000000002,10.0,7.0,1.0,190.0,0.35294117647058826,-4.272872369
CCWOKFNOLILVKD-UHFFFAOYSA-N,3.037300000000002,247.294,2.0,3.0,0.0,96.0,0.3333333333333333,-4.272639666
HYYCSBXRMNMNBN-UHFFFAOYSA-N,3.4163200000000025,275.39199999999994,5.0,3.0,0.0,110.0,0.3,-4.272633985
LPACBRAWRCXZGB-UHFFFAOYSA-N,3.7684200000000017,236.27,1.0,2.0,0.0,88.0,0.8888888888888888,-4.271661507
KVZJLSYJROEPSQ-HTQZYQBOSA-N,2.832600000000001,112.216,0.0,0.0,0.0,48.0,0.0,-4.27
SIEYLFHKZGLBNX-UHFFFAOYSA-N,4.3183400000000045,324.896,5.0,2.0,1.0,124.0,0.2727272727272727,-4.268702319
SIEYLFHKZGLBNX-PKLMIRHRSA-N,4.3183400000000045,324.896,5.0,2.0,1.0,124.0,0.2727272727272727,-4.268702319
SIEYLFHKZGLBNX-NTISSMGPSA-N,4.3183400000000045,324.896,5.0,2.0,1.0,124.0,0.2727272727272727,-4.268702319
HOGNMZSUBOLTHT-UHFFFAOYSA-N,3.715600000000002,324.4240000000001,5.0,3.0,1.0,126.0,0.5,-4.268074939
VUDHKNQACVHAKK-UHFFFAOYSA-N,3.430900000000002,259.349,2.0,2.0,2.0,102.0,0.3157894736842105,-4.267756542
AYXXZCZXYOGKNY-UHFFFAOYSA-N,2.6302000000000003,308.469,8.0,4.0,2.0,112.0,0.0,-4.2664753289999995
HFJKKNWEJFPBRG-UHFFFAOYSA-N,2.0332200000000005,422.5660000000002,10.0,7.0,2.0,170.0,0.2,-4.264166725
DMVCRWSDMZHOBP-UHFFFAOYSA-N,4.853500000000004,310.69599999999986,4.0,1.0,1.0,104.0,0.3333333333333333,-4.261874174
WRXSODAXJSKMAW-UHFFFAOYSA-N,1.8908400000000019,532.6410000000003,10.0,8.0,6.0,196.0,0.34285714285714286,-4.261040335
KBKUJJFDSHBPPA-ZNCGZLKOSA-N,2.9148000000000014,458.5510000000002,2.0,7.0,2.0,180.0,0.18181818181818182,-4.26050442
BZHMBWZPUJHVEE-UHFFFAOYSA-N,2.6885000000000012,100.205,2.0,0.0,0.0,44.0,0.0,-4.2600002
PWWVAXIEGOYWEE-ZDUSSCGKSA-N,4.239400000000003,284.42800000000005,3.0,3.0,0.0,104.0,0.6,-4.2600002
PWWVAXIEGOYWEE-UHFFFAOYSA-N,4.239400000000003,284.42800000000005,3.0,3.0,0.0,104.0,0.6,-4.259724895
IYEPZNKOJZOGJG-UHFFFAOYSA-N,3.9318000000000035,240.302,4.0,1.0,1.0,92.0,0.6666666666666666,-4.25952593
VNPLYCKZIUTKJM-UHFFFAOYSA-N,3.4549200000000018,248.713,1.0,2.0,1.0,88.0,0.7647058823529411,-4.258972698
YYNNRJWNBXEQTP-UHFFFAOYSA-N,2.4233000000000002,384.2510000000001,6.0,3.0,2.0,116.0,0.5454545454545454,-4.258271222
YYNNRJWNBXEQTP-CQSZACIVSA-N,2.4233000000000002,384.2510000000001,6.0,3.0,2.0,116.0,0.5454545454545454,-4.258271222
QJUNWBNYYHDGAM-UHFFFAOYSA-N,3.5999000000000025,289.41900000000004,5.0,3.0,0.0,116.0,0.2857142857142857,-4.257407071
MDHISCUTYIDPBM-UHFFFAOYSA-N,4.127600000000005,327.38399999999996,8.0,2.0,2.0,124.0,0.0,-4.257370903
BJAPFJYWQGURRJ-SJDTYFKWSA-N,5.120500000000005,341.8039999999999,4.0,1.0,0.0,124.0,0.5217391304347826,-4.257312795
QWCRAEMEVRGPNT-UHFFFAOYSA-N,2.0881999999999996,385.5120000000001,6.0,6.0,0.0,152.0,0.21428571428571427,-4.25664001
PJDRMPCBIWKBJA-UHFFFAOYSA-N,3.7219000000000024,360.8850000000001,6.0,4.0,0.0,134.0,0.48,-4.256335213
YHQGMYUVUMAZJR-UHFFFAOYSA-N,3.308900000000002,136.238,1.0,0.0,0.0,56.0,0.0,-4.255776496
ZUWXHHBROGLWNH-UHFFFAOYSA-N,3.153200000000002,231.682,2.0,2.0,1.0,80.0,0.75,-4.255308123
ADGGJQPKBDIZMT-IAXIIBAVSA-K,-4.418099999999994,695.5960000000003,7.0,13.0,2.0,216.0,0.5777777777777777,-4.254744592
HWGAOXKGTHUMFZ-UHFFFAOYSA-N,2.9670000000000014,394.51900000000006,5.0,4.0,2.0,154.0,0.41379310344827586,-4.253645253999999
LIAUJQLOCLVMMH-UHFFFAOYSA-N,2.8111200000000007,240.26200000000003,1.0,3.0,1.0,90.0,0.7222222222222222,-4.253580271000001
FQISKWAFAHGMGT-SGJOWKDISA-M,-2.1113999999999935,496.5320000000002,6.0,8.0,2.0,186.0,0.0,-4.251902456
SJDCEXAILSGDEQ-SQQVDAMQSA-M,-0.35650000000000004,262.284,4.0,2.0,0.0,92.0,0.5263157894736842,-4.251454464
CNIIGCLFLJGOGP-UHFFFAOYSA-N,2.3840000000000003,210.28,2.0,2.0,1.0,80.0,0.625,-4.251284163
IIEWJVIFRVWJOD-UHFFFAOYSA-N,2.976700000000002,112.21600000000001,1.0,0.0,0.0,48.0,0.0,-4.25
XIPRKCKRTFFPII-UHFFFAOYSA-N,-0.5980999999999979,356.293,9.0,2.0,1.0,126.0,0.5217391304347826,-4.248603907
XCWPUUGSGHNIDZ-UHFFFAOYSA-N,3.858220000000003,379.5040000000001,6.0,4.0,1.0,148.0,0.5357142857142857,-4.24859969
