Compound ID,InChIKey,SMILES
B-3563,GOWLARCWZRESHU-AQTBWJFISA-N,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
C37,KHSLHYAUZSPBIU-UHFFFAOYSA-M,c1ccc2c(c1)ccc1c2c2cccc3c2c1ccc3
C48,KVGVQTOQSNJTJI-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2cc2cccc3c2c1CC3
C612,HCBHQDKBSKYGCK-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2cccn1
C818,YUKILTJWFRTXGB-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2nccn1
C2606,LMZQPVYGDQEUAO-UHFFFAOYSA-N,c1ccc2c(c1)CCC1N2CCN(C1)CCc1cccc2c1cccc2.Cl
G-964,HHMGSXBJVFFCGH-UHFFFAOYSA-N,c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43
B-866,MRBKEAMVRSLQPH-UHFFFAOYSA-N,c1ccc2c(c1)ccc3c4cccc5cccc(c45)c23
B-3564,NVWQRLZUBQMAOX-UHFFFAOYSA-N,c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23
B-3583,MWFMGBPGAXYFAR-UHFFFAOYSA-N,c1ccc2c(c1)ccc3cc4ccc5ccccc5c4cc23
B-863,XXUCURAGFNEYDY-UHFFFAOYSA-N,c1ccc2c(c1)ccc3ccc4ccccc4c23
B-874,LRWNUFGVDBJUTF-UHFFFAOYSA-N,c1ccc2c(c1)ccc3nc4c(ccc5ccccc45)cc23
B-4282,IMQZHNMZKUCNAB-UHFFFAOYSA-N,c1ccc2c(c1)ccc3ncccc23
C364,CXYFHCXKHPYNBO-UHFFFAOYSA-N,C1CCc2c(C1)cccc2
C548,UFXKNBSRFXTFIU-UHFFFAOYSA-N,c1ccc2c(c1)cccc2
C781,RDQOCZCEKVRDDZ-UHFFFAOYSA-N,c1ccc2c(c1)cnc1c2cccc1
B-875,VPXBRNMQOUKIMZ-BKYDQJEUSA-J,c1ccc2c(c1)cnc3ccccc23
C1254,AWJUIBRHMBBTKR-UHFFFAOYSA-N,c1ccc2c(c1)cncc2
C2467,HOLHYSJJBXSLMV-UHFFFAOYSA-N,c1ccc2c(c1)N(CC1CN3CCC1CC3)c1c(S2)cccc1
C187,WPUIZWXOSDVQJU-XYPWUTKMSA-N,c1ccc2c(c1)nc(cc2)c1ccc2c(n1)cccc2
C529,DZCPIPIKEVVNLF-UHFFFAOYSA-N,c1ccc2c(c1)nc1c(c2)cccc1
C1366,LPEPZBJOKDYZAD-UHFFFAOYSA-N,c1ccc2c(c1)NCC2
C1298,SMYMJHWAQXWPDB-UHFFFAOYSA-N,c1ccc2c(c1)nccc2
C7810,AWBOSXFRPFZLOP-UHFFFAOYSA-N,c1ccc2c(c1)non2
C2883,GJDMTPFVCPFMQA-UHFFFAOYSA-N,c1ccc2c(c1)Oc1c(C2)cccc1
C195,NFCRBQADEGXVDL-UHFFFAOYSA-M,c1ccc2c(c1)Oc1c(O2)cccc1
C312,TXCTURVQEPLVTE-UHFFFAOYSA-N,c1ccc2c(c1)oc1c2cccc1
C6762,IAPGOFICYOCHPX-UHFFFAOYSA-N,c1ccc2c(c1)occ2
C1340,BCNBYGOPXQXENY-UHFFFAOYSA-N,c1ccc2c(c1)ocn2
C3012,WJJZQSCOTJYYSP-INIZCTEOSA-N,c1ccc2c(c1)Sc1c(N2)cccc1
C360,IYZWUWBAFUBNCH-UHFFFAOYSA-N,c1ccc2c(c1)sc1c2cccc1
C1240,IONYGGJUUJFXJK-UHFFFAOYSA-N,c1ccc2c(c1)scn2
C4878,TZYRSLHNPKPEFV-UHFFFAOYSA-N,C1CCc2c(N(C1)CC1=NCCN1)cccc2
C4827,UORJNBVJVRLXMQ-UHFFFAOYSA-N,C1CCc2c(N(C1)CCN1CCCC1)cccc2
C7386,DGIAUNUPXILTJW-VRWDCWMNSA-N,c1ccc2c(n1)c1ncccc1cc2
E-878,ANJTVLIZGCUXLD-IUCAKERBSA-N,c1ccc2C(O)N3CCC(O)C3=Nc2c1
B-3566,FUFJGUQYACFECW-UHFFFAOYSA-L,c1ccc2cc3c(ccc4ccccc34)cc2c1
B-868,ILBONRFSLATCRE-UHFFFAOYSA-N,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45
B-3580,VLCDUOXHFNUCKK-UHFFFAOYSA-N,c1ccc2cc3c4ccccc4c5ccccc5c3cc2c1
A-5538,PQLMXFQTAMDXIZ-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1
E-63,DMPXHEMGDYKSFL-UHFFFAOYSA-N,c1ccc2cccc3c2c1CC3
A-969,DNVVZWSVACQWJE-UHFFFAOYSA-N,C1CCc2ccccc2C1
A-2514,QIGLJVBIRIXQRN-ZETCQYMHSA-N,C1CCC2CCCCC2C1
A-551,YLYBKNICSPYRDA-UHFFFAOYSA-G,c1ccc2ccccc2c1
B-4284,BBJUKVPDIPYNBS-UHFFFAOYSA-M,c1ccc2cnccc2c1
B-4286,NUKYPUAOHBNCPY-UHFFFAOYSA-N,c1ccc2cnncc2c1
E-997,CWUFUYMCWCMVPX-UHFFFAOYSA-N,c1ccc2N(C)C3C4CC5C(CC)C(O)N4C(C56)CC3(C6O)c2c1
B-4281,FVVXWRGARUACNW-UHFFFAOYSA-N,c1ccc2nc3ccccc3cc2c1
A-3407,XHSDDKAGJYJAQM-ULDVOPSXSA-N,c1ccc2ncccc2c1
E-1268,LGGDXXJAGWBUSL-UHFFFAOYSA-N,c1ccc2OC(=O)C(C(C(=O)OCC)C3=C(O)c4ccccc4OC3=O)=C(O)c2c1
E-1001,OMQHDIHZSDEIFH-UHFFFAOYSA-N,c1ccc2Sc3ccc(C(#N))cc3N(CCCN4CCC(O)CC4)c2c1
E-985,CNGYZEMWVAWWOB-VAWYXSNFSA-N,c1ccc2Sc3ccccc3N(CC4CN(C)CCC4)c2c1
E-797,NUJOXMJBOLGQSY-UHFFFAOYSA-N,C1CCCC(C)C1=O
E-1064,DUAASAVOKXBDLI-UHFFFAOYSA-N,c1cccc(Cl)c1c2c(Cl)ccc(Cl)c2
C829,RGUQWGXAYZNLMI-UHFFFAOYSA-N,C1CCCC1
E-2,VTYYLEPIZMXCLO-UHFFFAOYSA-L,C1CCCC1
C2007,DTNVIQYPPCCDBY-UHFFFAOYSA-N,C1CCCCC(C1)NCC1CCC(CC1)CNC1CCCCCC1.Cl.Cl
C1181,UHWFVIPXDFZTFA-UHFFFAOYSA-N,c1ccccc1
C692,XDVMCVGTDUKDHL-UHFFFAOYSA-N,C1CCCCC1
A-4592,YPEWWOUWRRQBAX-UHFFFAOYSA-N,c1ccccc1
G-837,WWWBXFHCAYRVDH-UHFFFAOYSA-N,c1ccccc1(OC(=O)NC)
E-1251,GBAWQJNHVWMTLU-UHFFFAOYSA-N,c1ccccc1C(=O)Oc2ccccc2
E-183,ZWCXCOXAEJHAHA-FVFBOZGUSA-N,c1ccccc1c2c(Cl)cc(Cl)c(Cl)c2
E-182,LCPYQJIKPJDLLB-UHFFFAOYSA-N,c1ccccc1c2c(Cl)cccc2Cl
E-176,QHWNFVBTROFACM-UHFFFAOYSA-N,c1ccccc1c2cc(Cl)ccc2
E-1062,GSKZUBJRXCWFFE-XTMYEIJHSA-L,c1ccccc1c2ccc(Cl)cc2
E-51,DQQLZADYSWBCOX-UHFFFAOYSA-N,c1ccccc1Cc2ccccc2
E-794,PHNCACYNYORRNS-UHFFFAOYSA-N,c1ccccc1NC(=O)NN
E-1116,VPYJNCGUESNPMV-UHFFFAOYSA-N,c1ccccc1OC
E-390,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,c1ccccc1Oc2ccccc2
E-1241,AGOYDEPGAOXOCK-UHFFFAOYSA-N,c1ccccc1S(=O)(=O)NC(=O)NCCCC
C1868,MKXWZVYEVYAFOZ-UHFFFAOYSA-N,C1CCCCCC(C1)NCC1CCC(CC1)CNC1CCCCCCC1.Cl.Cl
C569,DMEHMWWKTXHHMO-UHFFFAOYSA-L,C1CCCCCC1
B-882,FGERXQWKKIVFQG-UHFFFAOYSA-M,C1CCCCCC1
C416,WJVBIMBJLVWPNE-OQLLNIDSSA-N,C1CCCCCCC1
A-5847,DWBVNWWEQWTHLV-UHFFFAOYSA-N,C1CCCCCCCCCCC1
C2540,JUWVRBZHGIMTGG-UHFFFAOYSA-N,C1CCCCN(C1)CC1CCC(CC1)CN1CCCCCC1.Cl.Cl
C4577,QQOBRRFOVWGIMD-OJAKKHQRSA-N,C1CCCCN(CCC1)/C=C/C=C/C=[N+]1CCCCCCCC1.[Cl-]
E-459,MBJAPGAZEWPEFB-UHFFFAOYSA-N,c1ccccn1
C6979,MXLCXWPNZGESLV-UHFFFAOYSA-N,C1CCCN(CC1)/C=C/C=C/C=[N+]1CCCCCC1.C1CCCN(CC1)/C=C/C=C/C=[N+]1CCCCCC1.OC(=O)c1cc2ccccc2c(c1[O-])Cc1c([O-])c(cc2c1cccc2)C(=O)O.O.O
C6135,UVKFSMBPRQBNCH-UHFFFAOYSA-M,C1CCCN(CCC1)/C=C/C=C/C=[N+]1CCCCCCC1.[Cl-]
C1663,RWTWIZDKEIWLKQ-IWWMGODWSA-N,C1CCCN1
C4198,ADAILPWNRDCXTR-UHFFFAOYSA-L,C1CCCN1.C1CCCN1.[Cl-].[Cl-].[Pt+2]
C1628,JUMYIBMBTDDLNG-UHFFFAOYSA-N,c1cccnc1
C1650,NQXUSSVLFOBRSE-UHFFFAOYSA-N,C1CCCNC1
C9899,VENXSELNXQXCNT-IJYXXVHRSA-N,C1CCCNC1.Cl
C1611,WYWHKKSPHMUBEB-UHFFFAOYSA-N,C1CCCO1
C1419,YLQWCDOCJODRMT-UHFFFAOYSA-N,c1ccco1
C1557,DHZBEENLJMYSHQ-XCVPVQRUSA-N,C1CCCOC1
C1256,YTRNSQPXEDGWMR-UHFFFAOYSA-N,c1cccs1
C2355,AVQUSBNDWUJYRJ-BTJKTKAUSA-N,C1CCN(C1)CC1COC2(O1)c1ccccc1C=Cc1c2cccc1.OC(=O)/C=C\C(=O)O
C2710,SLYWZSGKTGNBOI-UHFFFAOYSA-N,C1CCN(C1)CC1COC2(O1)c1ccccc1OCc1c2cccc1.OC(=O)/C=C/C(=O)O
C3873,PNADBYWNNBOKJK-UHFFFAOYSA-N,C1CCN(C1)CCC12CC3CC(C2)CC(C1)C3.Cl
C3317,ZCRYJNQQXADLBG-UHFFFAOYSA-N,C1CCN(C1)CCCC12CC3CC(C2)CC(C1)C3.Cl
C2553,VDTNNGKXZGSZIP-UHFFFAOYSA-N,C1CCN(C1)CCN1c2ccccc2Sc2c1cccc2.Cl
C8766,ZDQYSKICYIVCPN-UHFFFAOYSA-L,C1CCN(CC1)C=CC=CC=[N+]1CCCCC1.[Cl-]
C6418,KPXAEWKEEYFYFK-UHFFFAOYSA-N,C1CCN(CC1)C1=CCCCC1
C2212,NAXCZPWMFMOBLL-UHFFFAOYSA-N,C1CCN(CC1)c1nc(c(o1)c1ccccc1)c1ccccc1
C2157,DTYGEAKGUGEGKX-UHFFFAOYSA-N,C1CCN(CC1)CC1COC2(O1)c1ccccc1C=Cc1c2cccc1.OC(=O)/C=C\C(=O)O
C2405,WHQCHUCQKNIQEC-UHFFFAOYSA-N,C1CCN(CC1)CC1COC2(O1)c1ccccc1OCc1c2cccc1.OC(=O)/C=C/C(=O)O
C6284,BITVSRNAFFZUFW-UHFFFAOYSA-N,C1CCN(CC1)CC1COc2c(O1)cccc2.Cl
C3316,BGBBHUXHUOMKPM-UHFFFAOYSA-N,C1CCN(CC1)CCC12CC3CC(C2)CC(C1)C3.Cl
C6058,PJVWKTKQMONHTI-HNNXBMFYSA-N,C1CCN(CC1)CCc1c[nH]c2c1cccc2
C6431,DBEPLOCGEIEOCV-WSBQPABSSA-N,C1CCN(CC1)CCc1ccccc1
C9344,CUYFBDNSBSBVCF-UHFFFAOYSA-N,C1CCN(CC1)CCc1cccnc1
C2899,SYGHQFHDDIIPNX-UHFFFAOYSA-N,C1CCN(CC1)CCCC12CC3CC(C2)CC(C1)C3.Cl
C6606,FAJSZEYRHIXUPR-UHFFFAOYSA-N,C1CCN(CC1)SSN1CCCCC1
C5026,AMNIUADSZBSURC-UHFFFAOYSA-N,C1CCN2C(C1)CCC(=C2)c1ccccc1
C5072,HWGAOXKGTHUMFZ-UHFFFAOYSA-N,C1CCN2C(C1)CCC(C2)c1ccccc1.Cl
C7629,CWRYPZZKDGJXCA-UHFFFAOYSA-N,C1CCn2c(CC1)nnn2
B-344,XGCDNGBJXXBQKT-UHFFFAOYSA-N,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1
E-961,XFZRQAZGUOTJCS-UHFFFAOYSA-N,C1CCN2CC(C3)C4CCCCN4CC3C2C1
A-5363,QNVNLUSHGRBCLO-UHFFFAOYSA-N,C1CCNCC1
C1655,CZRKEJQELXKHAQ-UHFFFAOYSA-N,c1ccncn1
C1656,PBPCBTOCQIYTPL-UHFFFAOYSA-N,c1ccnnc1
B-880,SFWLALIEAXEULE-UHFFFAOYSA-N,c1ccnnc1
B-4054,FAZPZNCEAZRGPY-UHFFFAOYSA-N,C1CCOCC1
A-3992,DQIVFTJHYKDOMZ-UHFFFAOYSA-N,C1CCOCOC1
A-3512,VLYOOXLMUKHFNY-UHFFFAOYSA-M,C1CCSC1
C7090,WQDAVGDBWHWDSC-UHFFFAOYSA-N,C1CCSCS1
A-5003,GXCDLJXPZVCHBX-UHFFFAOYSA-N,C1CN(CCC1Nc2ccccc2)Cc3ccccc3
C-968,DXGXTGYXCFBYDJ-UHFFFAOYSA-N,C1CN(CCN1C\C=C\C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
A-69,OZCMOJQQLBXBKI-UHFFFAOYSA-N,C1CN(CCO1)Sc2sc3ccccc3n2
A-4922,IXSGKTPWQQPRAU-UHFFFAOYSA-N,C1CN(CCO1)SSN2CCOCC2
C-2092,VSFOXJWBPGONDR-UHFFFAOYSA-M,C1CN=C(CN(CC2=CC=CC=C2)C3=CC=CC=C3)N1
C4394,BYJLFUFCSNYZLF-UHFFFAOYSA-N,C1CN=C(N1)C1CCCc2c1cccc2
C9287,BJPJNTKRKALCPP-UHFFFAOYSA-N,C1CN=C(N1)C1CCCc2c1cccc2.Cl
C3801,CNNVSINJDJNHQK-UHFFFAOYSA-N,C1CN=C(N1)Cc1cccc2c1cccc2
C4335,ZAKOWWREFLAJOT-CEFNRUSXSA-N,C1CN=C(N1)Cc1cccc2c1cccc2.[O-][N+](=O)O
C9246,DJDNLDKPWOJAFU-UHFFFAOYSA-L,C1CN=C(N1)Cc1cccc2c1cccc2.Cl
C5571,RZQROJIKNQDWGX-LVEZLNDCSA-N,C1CN=C(N1)Nc1cccc2c1CCCC2.Cl
A-4528,QKVSMSABRNCNRS-UHFFFAOYSA-N,C1CN1
C9328,IUGDILGOLSSKNE-UHFFFAOYSA-N,C1CN1c1nc(nc(n1)N1CC1)N1CC1
C4465,PYCJDIVWRGIZJB-UHFFFAOYSA-N,C1CN1P1(=NP(=NP(=N1)(N1CC1)N1CC1)(N1CC1)N1CC1)N1CC1
C6723,HLNJFEXZDGURGZ-UHFFFAOYSA-M,C1CN2C(=N[C@H](C2)c2ccccc2)S1
C6623,LBFGUYIPERWUIL-UHFFFAOYSA-N,C1CN2C(=N[C@H](C2)c2ccccc2)S1.Cl
B-877,KJPRLNWUNMBNBZ-QPJJXVBHSA-N,C1CN2CCN1CC2
C9091,IJTLAEIFTBOYHR-UHFFFAOYSA-M,C1CN2CCO[Si](O1)(OCC2)c1ccccc1
C9849,NKTOLZVEWDHZMU-UHFFFAOYSA-N,C1CN2CCOB(O1)OCC2
C8077,MAYVLFIUCRDJPJ-UHFFFAOYSA-N,C1CNC(C1)c1c[nH]c2c1cccc2
C6648,OQHDRLTXPGYYJN-UHFFFAOYSA-N,c1cnc(nc1)N1CCN(CC1)Cc1ccc2c(c1)OCO2
C7659,XWKFPIODWVPXLX-UHFFFAOYSA-N,c1cnc2c(c1)[nH]cc2
C8933,GAOZTHIDHYLHMS-KEOBGNEYSA-N,c1cnc2c(c1)[nH]cn2
C7661,MWAYRGBWOVHDDZ-UHFFFAOYSA-N,c1cnc2c(c1)cc[nH]2
C820,OZOMQRBLCMDCEG-VIZOYTHASA-N,c1cnc2c(c1)ccc1c2cccn1
B-125,DZNVIZQPWLDQHI-UHFFFAOYSA-N,c1cnc2c(c1)ccc3cccnc23
B-4280,SDTYFWAQLSIEBH-FNORWQNLSA-N,c1cnc2c(c1)ccc3ncccc23
B-609,HQUQLFOMPYWACS-UHFFFAOYSA-N,C1CNCCN1
C9754,MDFZYGLOIJNNRM-OAJDADRGSA-N,C1CNCCNCCCNCCNC1
A-1364,UGRWIGCKFYJTEL-UHFFFAOYSA-N,C1CNCCNCCNCCN1
C1648,YNCCSLHZEPXXGW-UHFFFAOYSA-L,C1CNCCO1
C7062,YKLWSXVRKIUYOM-UHFFFAOYSA-M,C1CNCCO1.C1CNCCO1.[Cl-].[Cl-].[Pt+2]
B-881,DQMPCJPRPFRUIT-UHFFFAOYSA-N,c1cncnc1
A-5980,LJOODBDWMQKMFB-UHFFFAOYSA-N,C1CO[Sb]2OCCO[Sb](O1)OCCO2
B-176,JVFGXWCLGNACOG-UHFFFAOYSA-N,C1CO1
A-3279,CDYKTFABNOULII-UHFFFAOYSA-N,C1COC=CC1
B-1025,AJYOOHCNOXWTKJ-UHFFFAOYSA-N,C1COC1
A-2179,LICUDMOFXVHDPB-UHFFFAOYSA-N,C1COC2(C1)CC3CC2C4CCCC34
C9056,YVWGMAFXEJHFRO-UHFFFAOYSA-N,C1COC2(C1)CCCO2
C7274,BNCADMBVWNPPIZ-UHFFFAOYSA-N,C1COc2c(O1)cccc2
C6417,CCDDAZAJRNNGBK-UHFFFAOYSA-N,C1COc2c(OC1)cccc2
A-4496,WQLVFSAGQJTQCK-UHFFFAOYSA-N,C1COCCO1
C4529,WRWBCPJQPDHXTJ-DTMQFJJTSA-N,C1CSC(S1)c1c[nH]c2c1cccc2
C5025,RKIFMRPSYFQBJG-UHFFFAOYSA-L,C1CSC(S1)c1ccccc1
C4288,GXPIUNZCALHVBA-UHFFFAOYSA-N,C1CSC(SC1)c1ccccc1
B-1031,OFVLGDICTFRJMM-UHFFFAOYSA-N,C1CSCCS1
B-1230,XKCLIPLFEJSOAT-UHFFFAOYSA-N,C1N[C@@H](CC=C1)c2cccnc2
C8449,SRWAMKHZLDKAHZ-UHFFFAOYSA-L,c1ncc2c(c1)[nH]cc2
C8448,XLMALTXPSGQGBX-UHFFFAOYSA-N,c1ncc2c(c1)cc[nH]2
C7587,GDRJMQGTCMCJQV-UHFFFAOYSA-N,c1ncc2c(c1)ccs2
C7588,MLAXRSNOPDZUTC-UHFFFAOYSA-N,c1ncc2c(c1)scc2
C1565,CPTBDICYNRMXFX-UHFFFAOYSA-N,c1ncc2c(n1)nccn2
C1709,RKWGIWYCVPQPMF-UHFFFAOYSA-N,c1ncc2c(n1)nccn2	
C9603,NLRFFZRHTICQBO-UHFFFAOYSA-N,C1NCCOCCOCCNCCOCCOC1
C9835,NSSIGKVPZKVTNW-UHFFFAOYSA-N,c1ncn[nH]1
B-1715,WHWFYEKLPWVBFT-UHFFFAOYSA-N,C1NNCN2CNNCN12
A-4625,BBKDWPHJZANJGB-UHFFFAOYSA-N,C1OC1c2ccccc2
A-9,FZEAZTGOZSYASU-UHFFFAOYSA-J,C1OC1CN(CC2CO2)c3ccc(Cc4ccc(cc4)N(CC5CO5)CC6CO6)cc3
A-3910,AJZKMDAYNXJZOR-UHFFFAOYSA-N,C1OC1COc2ccc(cc2)N(CC3CO3)CC4CO4
A-1021,OWDLFBLNMPCXSD-UHFFFAOYSA-N,C1OC1COc2ccc3c(OCC4CO4)cccc3c2
A-4591,ZMYIIHDQURVDRB-UHFFFAOYSA-N,C1OC1COc2cccc(c2)N(CC3CO3)CC4CO4
A-1275,GUVRBAGPIYLISA-UHFFFAOYSA-N,C1OC1COc2ccccc2
A-3883,DQNAQOYOSRJXFZ-UHFFFAOYSA-N,C1OCC2Cc3ccccc3C2O1
A-4084,BOSAWIQFTJIYIS-UHFFFAOYSA-N,C1OCOCO1
C8183,BOBIZYYFYLLRAH-UHFFFAOYSA-N,C1Sc2ncccc2NC1=O
C8110,IMNFDUFMRHMDMM-UHFFFAOYSA-N,C1SCCS1
G-1047,XULHFMYCBKQGEE-UHFFFAOYSA-N,C2c1ccccc1N(CCF)C(=O)c3ccccc23
C1433,GZWDKGZNTUWBEC-UHFFFAOYSA-N,CBr
B-3824,IKEURONJLPUALY-UHFFFAOYSA-N,CBr
C1286,OTTZHAVKAVGASB-HYXAFXHYSA-N,CC
A-516,RWMYPXKVMUFMKS-UHFFFAOYSA-N,CC
C1466,FGNBZUSQEHJNQG-UHFFFAOYSA-N,CC([N+](=O)[O-])C
C5893,JTRXPPVLPJRQIF-UHFFFAOYSA-N,CC([N+](C(C)C)(CCC(c1ccccc1)(c1ccccc1)C(=O)N)C)C
C4792,BFUUJUGQJUTPAF-UHFFFAOYSA-N,CC([N+](C(C)C)(CCC(c1ccccc1)(c1ccccc1)C(=O)N)C)C.[I-]
C4226,MAGVRYQQEVBJKC-UHFFFAOYSA-N,CC([N+](C)(C)C)CN1c2ccccc2Sc2c1cccc2.[I-]
C8727,BVMNPUCCRIKXTQ-UHFFFAOYSA-N,CC([N+](C)(C)C)CN1c2ccccc2Sc2c1cccc2.COS(=O)(=O)[O-]
C8236,WBNPMYJLGASBPI-UHFFFAOYSA-N,CC([N+](CCOC(=O)C(c1ccccc1)(c1ccccc1)O)(C)C)C.[Cl-]
C4746,BNBQRQQYDMDJAH-UHFFFAOYSA-N,CC([NH+](/C(=N/C(=N/c1ccc(cc1)Cl)/N)/N)C)C.[O-]C(=O)C
C4480,JCKOFFJWBOVAAV-UHFFFAOYSA-N,CC([NH+](C)C)CC(c1ccccc1)c1ccccc1.[Cl-]
C4620,AAVUTVAWYYKIJW-UHFFFAOYSA-N,CC([NH+]1CCCC1)CN1C(=O)C(C)Oc2c1cc(Cl)cc2.OC(=O)C(=O)[O-]
C5113,GMZVRMREEHBGGF-UHFFFAOYSA-N,CC([NH2+]/C(=N/C(=N/c1ccc(cc1)Cl)/N)/N)C.[O-]C(=O)C
C7338,MODKMHXGCGKTLE-UHFFFAOYSA-N,CC([NH2+]CC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-])C.[O-]C(=O)C
C6542,NNCOKSDPKDOAOW-UHFFFAOYSA-N,CC([NH2+]CC(COc1c2oc(cc2c(c2c1occc2=O)O)C)O)C.[Cl-]
C4897,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,CC([NH2+]CCOC(c1ccccc1)c1ccccc1)C.[Cl-]
B-2848,OAYXUHPQHDHDDZ-UHFFFAOYSA-N,CC([S](C)(=O)=O)[S](C)(=O)=O
C7743,IYTZFCYXBYJPPR-UHFFFAOYSA-N,CC(/[N+](=C/c1ccccc1)/[O-])(C)C
C5244,SSPYSWLZOPCOLO-UHFFFAOYSA-N,CC(/N=C(/N=C(/Nc1ccc(cc1)Cl)\N)\N)C
C5163,SAXHIDRUJXPDOD-UHFFFAOYSA-N,CC(/N=C(/N=C(/Nc1ccc(cc1)Cl)\N)\N)C.Cl
C-1548,MOVRKLZUVNCBIP-UHFFFAOYSA-N,CC(\C=N\O)=N/O
D-1917,COCLLEMEIJQBAG-UHFFFAOYSA-N,CC(=C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]3(O)[C@H]4O[C@H]4[C@]5(CO5)[C@]3(C)[C@@H]2O
A-1482,HLTARDPWGUYYMH-UHFFFAOYSA-N,CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O
C6866,VJLOFJZWUDZJBX-UHFFFAOYSA-N,CC(=C)[C@@H]1C2OC(=O)C1[C@]1([C@]3([C@@H]2OC(=O)[C@]23C(C1)O2)C)O.O=C1OC2[C@H](C1[C@]1(O)C[C@@H]3[C@]4([C@@]1([C@@H]2OC4=O)C)O3)C(O)(C)C
C1752,MRBDMNSDAVCSSF-UHFFFAOYSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C
B-2245,YUBJPYNSGLJZPQ-UHFFFAOYSA-N,CC(=C)[C@@H]1CC=C(C)C(=O)C1
C1008,AZOCECCLWFDTAP-IUCAKERBSA-N,CC(=C)[C@H]1CC[C@@H](C(=O)C1)C
C1051,ULGZDMOVFRHVEP-RWJQBGPGSA-N,CC(=C)[C@H]1CC=C(C(=O)C1)C
A-1517,YUIKPESWSMJSMP-UHFFFAOYSA-N,CC(=C)[C@H]1CC=C(C)C(=O)C1
C961,VRAHPESAMYMDQI-UHFFFAOYSA-N,CC(=C)C
C922,SDKQRNRRDYRQKY-UHFFFAOYSA-N,CC(=C)C(=C)C
B-1811,ZQCIMPBZCZUDJM-UHFFFAOYSA-N,CC(=C)C(=O)Nc1ccc(Cl)c(Cl)c1
A-169,XYLMUPLGERFSHI-UHFFFAOYSA-N,CC(=C)C(=O)NCNC(=O)C(C)=C
C1564,CERQYUUAGZXWKV-UHFFFAOYSA-N,CC(=C)C(=O)O
A-2516,UGQVTTBSGZLNIL-UHFFFAOYSA-N,CC(=C)C(=O)O[Zn]O
A-3084,DUFKCOQISQKSAV-UHFFFAOYSA-N,CC(=C)C(=O)OC(=O)C(C)=C
C6900,SJNWVWZUCJZLGK-UHFFFAOYSA-N,CC(=C)C(=O)OC(C)(C)C
A-4802,XEFMFJLRXHQLEM-UHFFFAOYSA-N,CC(=C)C(=O)OC(C)(C)C
A-543,JVBXVOWTABLYPX-UHFFFAOYSA-L,CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C
A-1723,RJCQBQGAPKAMLL-UHFFFAOYSA-N,CC(=C)C(=O)OC1CCCCC1
A-645,UQEAIHBTYFGYIE-UHFFFAOYSA-N,CC(=C)C(=O)Oc1ccccc1
A-257,VBHLKZHSCMQLTI-UHFFFAOYSA-N,CC(=C)C(=O)OCC(F)(F)F
A-4006,BIISIZOQPWZPPS-UHFFFAOYSA-N,CC(=C)C(=O)OCC[N+](C)(C)CCC[S]([O-])(=O)=O
A-1336,FZQMJOOSLXFQSU-UHFFFAOYSA-N,CC(=C)C(=O)OCC=C
A-1511,ATDCVWYXPQZTCI-UHFFFAOYSA-N,CC(=C)C(=O)OCc1ccccc1
A-1509,NQRRVGBUZRSXRF-QWWZWVQMSA-N,CC(=C)C(=O)OCC1CCCO1
C8458,VPGRYOFKCNULNK-ACXQXYJUSA-N,CC(=C)C(=O)OCC1CO1
A-2143,CQPFMGBJSMSXLP-UHFFFAOYSA-M,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
A-5901,JSBQMQFABBMNSV-UHFFFAOYSA-N,CC(=C)C(=O)OCCCCCCCCCCCCOC(=O)C(C)=C
A-5868,OJYGBLRPYBAHRT-UHFFFAOYSA-N,CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C
A-1313,WUBNJKMFYXGQDB-UHFFFAOYSA-N,CC(=C)C(=O)OCCCCCCOC(=O)C(C)=C
A-6044,RSIACKNMAYEADD-UHFFFAOYSA-N,CC(=C)C(=O)OCCCOc1ccc(cc1)C(C)(C)c2ccc(OCCCOC(=O)C(C)=C)cc2
A-4504,SKTCDJAMAYNROS-UHFFFAOYSA-N,CC(=C)C(=O)OCCN1CCNC1=O
