InChIKey,Octanol-water partition coefficient,Molecular weight,Number of rotatable bonds,HAcceptors,HDonor,valence Electron,Aromatic Proportion,logS
"3,3-Dimethyl-2-butanone",1.6215,100.16099999999999,0.0,1.0,0.0,42.0,0.0,-0.72
"3,3-Dimethylpentane",2.832600000000001,100.20499999999998,2.0,0.0,0.0,44.0,0.0,-4.23
"3,4-Dichloronitrobenzene",2.901600000000001,192.001,1.0,2.0,0.0,58.0,0.5454545454545454,-3.2
"3,4-Dichlorophenol",2.6990000000000007,163.00300000000001,0.0,1.0,1.0,48.0,0.6666666666666666,-1.25
"3,4-Dimethylphenol",2.0090399999999997,122.16699999999999,0.0,1.0,1.0,48.0,0.6666666666666666,-1.38
"3,4-Dimethylpyridine",1.69844,107.15599999999999,0.0,1.0,0.0,42.0,0.75,0.36
"3,4-PCB",4.660400000000002,223.102,1.0,0.0,0.0,70.0,0.8571428571428571,-6.39
"3,5-Dichlorophenol",2.699,163.003,0.0,1.0,1.0,48.0,0.6666666666666666,-1.34
"3,5-Dimethylphenol",2.0090399999999997,122.16699999999997,0.0,1.0,1.0,48.0,0.6666666666666666,-1.4
"3,5-Dimethylpyridine",1.69844,107.15599999999998,0.0,1.0,0.0,42.0,0.75,0.38
3-Butanoyloxymethylphenytoin,2.782800000000001,352.39000000000004,6.0,4.0,1.0,134.0,0.46153846153846156,-5.071000000000001
3-Chloroanisole,2.3486000000000002,142.58499999999998,1.0,1.0,0.0,48.0,0.6666666666666666,-2.78
3-Chlorobiphenyl,4.007000000000002,188.657,1.0,0.0,0.0,64.0,0.9230769230769231,-4.88
3-Chlorophenol,2.0456,128.558,0.0,1.0,1.0,42.0,0.75,-0.7
3-chloropropionitrile,1.1388800000000001,89.525,1.0,1.0,0.0,28.0,0.0,-0.29
3-Ethanoyloxymethylphenytoin,2.0025999999999993,324.33600000000007,4.0,4.0,1.0,122.0,0.5,-4.47
3-Ethyl-3-pentanol,1.9475,116.204,3.0,1.0,1.0,50.0,0.0,-0.85
3-Heptanol ,1.9475,116.20399999999998,4.0,1.0,1.0,50.0,0.0,-1.47
3-Heptanoyloxymethylphenytoin,3.9531000000000027,394.471,9.0,4.0,1.0,152.0,0.41379310344827586,-6.301
3-Hexanol,1.5574,102.17699999999999,3.0,1.0,1.0,44.0,0.0,-0.8
3-Hexanone,1.7656,100.16099999999999,3.0,1.0,0.0,42.0,0.0,-0.83
3-Hexanoyloxymethylphenyltoin,3.5630000000000024,380.444,8.0,4.0,1.0,146.0,0.42857142857142855,-5.886
3-Hexyne,1.8098,82.14599999999999,0.0,0.0,0.0,34.0,0.0,-1.99
3-Methyl-1-Butene,1.8284,70.135,1.0,0.0,0.0,30.0,0.0,-2.73
3-Methyl-2-butanol,1.0231999999999999,88.14999999999999,1.0,1.0,1.0,38.0,0.0,-0.18
3-Methyl-2-butanone,1.2314,86.13399999999999,1.0,1.0,0.0,36.0,0.0,-0.12
3-Methyl-2-pentanol,1.4149,102.17699999999999,3.0,1.0,1.0,44.0,0.0,-0.72
3-Methyl-2-pentanol,1.4149,102.17699999999999,3.0,1.0,1.0,44.0,0.0,-0.71
3-Methyl-2-pentanone,1.6215,100.16099999999999,2.0,1.0,0.0,42.0,0.0,-0.67
3-Methyl-3-heptanol,2.3376,130.23099999999997,4.0,1.0,1.0,56.0,0.0,-1.6
3-Methyl-3-hexanol,1.9475,116.20399999999998,3.0,1.0,1.0,50.0,0.0,-0.98
3-Methyl-3-pentanol,1.5574,102.17699999999998,2.0,1.0,1.0,44.0,0.0,-0.36
3-Methylbutan-1-ol,1.0248,88.14999999999999,2.0,1.0,1.0,38.0,0.0,-0.51
3-Methylcholanthrene,5.553220000000004,268.3589999999999,0.0,0.0,0.0,100.0,0.8571428571428571,-7.92
3-Methylheptane,3.2227000000000023,114.23199999999999,4.0,0.0,0.0,50.0,0.0,-5.16
3-methylindole,2.4763200000000003,131.17799999999997,0.0,0.0,1.0,50.0,0.9,-2.42
3-Methylpentane,2.442500000000001,86.178,2.0,0.0,0.0,38.0,0.0,-3.68
3-Methylphenol,1.7006199999999998,108.13999999999999,0.0,1.0,1.0,42.0,0.75,-0.68
3-Octanol,2.3376,130.23099999999997,5.0,1.0,1.0,56.0,0.0,-1.98
3-Octanoyloxymethylphenytoin,4.343200000000004,408.498,10.0,4.0,1.0,158.0,0.4,-6.523
3-Pentanol,1.1673,88.15,2.0,1.0,1.0,38.0,0.0,-0.24
3-Pentanone,1.3755,86.134,2.0,1.0,0.0,36.0,0.0,-0.28
3-Pentanoyloxymethylphenytoin,3.172900000000002,366.41700000000003,7.0,4.0,1.0,140.0,0.4444444444444444,-4.678
3-Propanoyloxymethylphenytoin,2.3927000000000005,338.36300000000006,5.0,4.0,1.0,128.0,0.48,-4.907
"4,4'-PCB",4.660400000000002,223.102,1.0,0.0,0.0,70.0,0.8571428571428571,-6.56
4-Bromophenol,2.1547,173.00900000000001,0.0,1.0,1.0,42.0,0.75,-1.09
4-Bromotoluene,2.7575200000000013,171.03700000000003,0.0,0.0,0.0,42.0,0.75,-3.19
4-Chloroanisole,2.3486000000000002,142.585,1.0,1.0,0.0,48.0,0.6666666666666666,-2.78
4-Chlorophenol ,2.0456,128.558,0.0,1.0,1.0,42.0,0.75,-0.7
4-Chlorotoluene,2.6484200000000007,126.586,0.0,0.0,0.0,42.0,0.75,-3.08
4-Ethyltoluene,2.5574200000000005,120.19499999999996,1.0,0.0,0.0,48.0,0.6666666666666666,-3.11
4-Heptanol,1.9475,116.204,4.0,1.0,1.0,50.0,0.0,-1.4
4-Heptanone,2.1557000000000004,114.18799999999999,4.0,1.0,0.0,48.0,0.0,-1.3
4-hexylresorcinol,3.220600000000001,194.27399999999992,5.0,2.0,2.0,78.0,0.42857142857142855,-2.59
4-hydroxypyridine,0.7871999999999999,95.10099999999998,0.0,2.0,1.0,36.0,0.8571428571428571,1.02
4-Isopropyltoluene,3.118420000000002,134.22199999999998,1.0,0.0,0.0,54.0,0.6,-3.77
4-methoxypteridine,0.4283999999999998,162.15200000000002,1.0,5.0,0.0,60.0,0.8333333333333334,-1.11
4-Methyl-2-pentanol,1.4133,102.17699999999998,2.0,1.0,1.0,44.0,0.0,-0.8
4-Methyl-2-pentanone,1.6215,100.16099999999999,2.0,1.0,0.0,42.0,0.0,-0.74
4-Methylbiphenyl,3.662020000000002,168.239,1.0,0.0,0.0,64.0,0.9230769230769231,-4.62
4-Methylpentanol,1.4149,102.17699999999999,3.0,1.0,1.0,44.0,0.0,-1.14
4-methylpteridine,0.7282199999999999,146.15299999999996,0.0,4.0,0.0,54.0,0.9090909090909091,-0.466
4-Nitroacetanilide,1.5531999999999997,180.16299999999998,2.0,3.0,1.0,68.0,0.46153846153846156,-2.6919999999999997
4-Pentene-1-ol,0.9449,86.134,3.0,1.0,1.0,36.0,0.0,-0.15
5-(3-Methyl-2-butenyl)-5-ethylbarbital,1.1050999999999993,224.25999999999996,3.0,3.0,2.0,88.0,0.0,-2.253
5-(3-Methyl-2-butenyl)-5-isoPrbarbital,1.3510999999999993,238.28699999999998,3.0,3.0,2.0,94.0,0.0,-2.593
"5,5-Diallylbarbital",0.49099999999999966,208.21699999999996,4.0,3.0,2.0,80.0,0.0,-2.077
"5,5-Diisopropylbarbital",0.6507999999999994,212.249,2.0,3.0,2.0,84.0,0.0,-2.766
"5,5-Dimethylbarbituric acid",-0.6214000000000004,156.141,0.0,3.0,2.0,60.0,0.0,-1.742
"5,6,7,8-tetrahydro-2-naphthol",2.271,148.205,0.0,1.0,1.0,58.0,0.5454545454545454,-1.99
"5,6-Dimethylchrysene",5.763040000000004,256.348,0.0,0.0,0.0,96.0,0.9,-7.01
5-Allyl-5-ethylbarbital,0.3248999999999995,196.20599999999996,3.0,3.0,2.0,76.0,0.0,-1.614
5-Allyl-5-isopropylbarbital,0.5708999999999995,210.23299999999998,3.0,3.0,2.0,82.0,0.0,-1.7080000000000002
5-Allyl-5-methylbarbital,-0.06520000000000037,182.17899999999997,2.0,3.0,2.0,70.0,0.0,-1.16
5-Allyl-5-phenylbarbital,0.8664999999999998,244.25,3.0,3.0,2.0,92.0,0.3333333333333333,-2.369
5-Ethyl-5-(3-methylbutyl)barbital,1.1849999999999992,226.27599999999995,4.0,3.0,2.0,90.0,0.0,-2.658
5-Ethyl-5-isopropylbarbituric acid,0.4047999999999994,198.22199999999998,2.0,3.0,2.0,78.0,0.0,-2.148
5-Ethyl-5-phenylbarbital,0.7003999999999997,232.239,2.0,3.0,2.0,88.0,0.35294117647058826,-2.322
5-fluorouracil,-0.7977000000000001,130.078,0.0,2.0,2.0,48.0,0.6666666666666666,-1.077
5-hydroxyquinoline,1.9404,145.161,0.0,2.0,1.0,54.0,0.9090909090909091,-2.54
5-Methyl-5-ethylbarbituric acid,-0.2313000000000005,170.16799999999998,1.0,3.0,2.0,66.0,0.0,-1.228
5-Methylchrysene,5.454620000000004,242.321,0.0,0.0,0.0,90.0,0.9473684210526315,-6.59
5-methylcytosine,-0.33948000000000017,125.13099999999999,0.0,3.0,2.0,48.0,0.6666666666666666,-1.4580000000000002
5-Nonanone,2.935900000000001,142.242,6.0,1.0,0.0,60.0,0.0,-2.58
6-aminochrysene,4.728400000000002,243.309,0.0,1.0,1.0,90.0,0.9473684210526315,-6.2
6-hydroxyquinoline,1.9403999999999997,145.161,0.0,2.0,1.0,54.0,0.9090909090909091,-2.16
6-methoxypteridine,0.42839999999999984,162.15200000000002,1.0,5.0,0.0,60.0,0.8333333333333334,-1.139
6-Methylchrysene,5.454620000000004,242.321,0.0,0.0,0.0,90.0,0.9473684210526315,-6.57
"7,12-Dimethylbenz(a)anthracene",5.763040000000005,256.348,0.0,0.0,0.0,96.0,0.9,-7.02
7-methoxypteridine,0.42839999999999984,162.152,1.0,5.0,0.0,60.0,0.8333333333333334,-0.91
7-methylpteridine,0.7282199999999998,146.153,0.0,4.0,0.0,54.0,0.9090909090909091,-0.8540000000000001
8-quinolinol,1.9403999999999995,145.16099999999997,0.0,2.0,1.0,54.0,0.9090909090909091,-2.42
"9,10-Dimethylanthracene",4.609840000000004,206.28799999999998,0.0,0.0,0.0,78.0,0.875,-6.57
9-anthrol,3.6986000000000017,194.23299999999998,0.0,1.0,1.0,72.0,0.9333333333333333,-4.73
9-Methylanthracene,4.301420000000003,192.261,0.0,0.0,0.0,72.0,0.9333333333333333,-5.89
Abate,5.630000000000004,466.47900000000016,10.0,9.0,0.0,148.0,0.4444444444444444,-6.237
Acenapthene,2.9384000000000015,154.21199999999996,0.0,0.0,0.0,58.0,0.8333333333333334,-4.63
Acenapthylene,3.3236000000000017,152.19599999999994,0.0,0.0,0.0,56.0,0.8333333333333334,-3.96
Acephate,1.24,183.16899999999998,3.0,4.0,1.0,60.0,0.0,0.54
Acetamide,-0.5084,59.068,0.0,1.0,1.0,24.0,0.0,1.58
Acetanilide,1.6449999999999998,135.16599999999997,1.0,1.0,1.0,52.0,0.6,-1.33
acetazolamide,-0.8561000000000003,222.251,2.0,6.0,2.0,72.0,0.38461538461538464,-2.36
Acetonitrile,0.52988,41.053,0.0,1.0,0.0,16.0,0.0,0.26
Acetophenone,1.8892,120.15099999999995,1.0,1.0,0.0,46.0,0.6666666666666666,-1.28
acetyl sulfisoxazole,1.9493400000000003,293.34800000000007,3.0,5.0,1.0,106.0,0.55,-3.59
Acridine,3.3880000000000017,179.22199999999998,0.0,1.0,0.0,66.0,1.0,-3.67
Acrolein,0.37129999999999996,56.064,1.0,1.0,0.0,22.0,0.0,0.57
Acrylonitrile,0.6959799999999999,53.06399999999999,0.0,1.0,0.0,20.0,0.0,0.15
adenine,-0.0648999999999999,135.13,0.0,4.0,2.0,50.0,0.9,-2.12
adrenosterone,3.2664000000000017,300.3980000000001,0.0,3.0,0.0,118.0,0.0,-3.48
alachlor,2.9871000000000016,269.77199999999993,6.0,2.0,0.0,100.0,0.3333333333333333,-3.26
aldosterone,1.8457,360.45000000000005,3.0,5.0,2.0,142.0,0.0,-3.85
Aldrin,5.270200000000002,364.914,0.0,0.0,0.0,98.0,0.0,-6.307
allantoin,-2.1798,158.117,1.0,3.0,4.0,60.0,0.0,-1.6
allicin,1.7553,162.27899999999997,5.0,2.0,0.0,52.0,0.0,-0.83
allopurinol,-0.35380000000000006,136.114,0.0,3.0,2.0,50.0,0.9,-2.266
alloxan,-2.0785,142.07,0.0,4.0,2.0,52.0,0.0,-1.25
alloxantin,-4.819399999999998,286.156,1.0,8.0,6.0,106.0,0.0,-1.99
Altretamine,0.0696000000000001,210.285,3.0,6.0,0.0,84.0,0.4,-3.364
Ametryn,1.8455999999999997,227.337,5.0,6.0,2.0,84.0,0.4,-3.04
Amigdalin,-3.1080199999999985,457.4320000000001,7.0,12.0,7.0,178.0,0.1875,-0.77
Aminocarb,1.77922,208.26099999999997,2.0,3.0,1.0,82.0,0.4,-2.36
aminopyrine,1.55042,231.299,2.0,4.0,0.0,90.0,0.6470588235294118,-0.364
aminothiazole,0.7253000000000001,100.14599999999999,0.0,3.0,1.0,32.0,0.8333333333333334,-0.36
Amitraz,4.871880000000004,293.41400000000004,4.0,2.0,0.0,114.0,0.5454545454545454,-5.47
Amitrole,-0.6131000000000002,84.082,0.0,3.0,2.0,32.0,0.8333333333333334,0.522
Amobarbital,1.1849999999999998,226.27599999999998,4.0,3.0,2.0,90.0,0.0,-2.468
ampyrone,1.0666200000000003,203.245,1.0,4.0,1.0,78.0,0.7333333333333333,-0.624
Ancymidol,2.1311,256.30499999999995,4.0,4.0,1.0,98.0,0.631578947368421,-2.596
Androstenedione,4.087400000000003,286.415,0.0,2.0,0.0,114.0,0.0,-3.69
Androsterone,3.959100000000003,290.447,0.0,2.0,1.0,118.0,0.0,-4.402
Anethole,2.728300000000001,148.20499999999998,2.0,1.0,0.0,58.0,0.5454545454545454,-3.13
Aniline ,1.2688000000000001,93.12899999999999,0.0,1.0,1.0,36.0,0.8571428571428571,-0.41
Anilofos,4.331900000000004,367.86,7.0,5.0,0.0,118.0,0.2857142857142857,-4.4319999999999995
Anisole,1.6952,108.13999999999997,1.0,1.0,0.0,42.0,0.75,-1.85
Anthracene,3.993000000000002,178.23399999999995,0.0,0.0,0.0,66.0,1.0,-6.35
Anthraquinone,2.4620000000000006,208.21599999999998,0.0,2.0,0.0,76.0,0.75,-5.19
Antipyrene,1.4844199999999999,188.23000000000002,1.0,3.0,0.0,72.0,0.7857142857142857,0.715
Apazone,2.0642199999999997,300.3620000000001,2.0,4.0,0.0,116.0,0.2727272727272727,-3.5380000000000003
"Atovaquone(0,430mg/ml) - neutral",5.505100000000005,366.84400000000016,2.0,3.0,1.0,132.0,0.46153846153846156,-5.931
Atratone,1.1322999999999996,211.26899999999998,5.0,6.0,2.0,84.0,0.4,-2.084
Atrazine,1.7770999999999997,215.68800000000002,4.0,5.0,2.0,78.0,0.42857142857142855,-3.85
Azintamide,2.0904999999999996,259.762,5.0,4.0,0.0,88.0,0.375,-1.716
Azobenzene,4.102000000000002,182.226,2.0,2.0,0.0,68.0,0.8571428571428571,-4.45
Azodrin,1.0536999999999999,223.16499999999996,5.0,5.0,1.0,82.0,0.0,0.6509999999999999
Barban,3.130700000000001,258.104,2.0,2.0,1.0,84.0,0.375,-4.37
Barbital,0.15879999999999939,184.19499999999996,2.0,3.0,2.0,72.0,0.0,-2.4
Bendroflumethiazide,1.6254,421.4220000000001,3.0,5.0,3.0,146.0,0.4444444444444444,-3.59
Benfluralin,4.148200000000004,335.28200000000004,7.0,5.0,0.0,128.0,0.2608695652173913,-5.53
Benfuracarb,4.057500000000004,410.53600000000023,8.0,7.0,0.0,156.0,0.21428571428571427,-4.71
benodanil,3.5435000000000016,323.133,2.0,1.0,1.0,80.0,0.75,-4.21
Benomyl,2.572400000000001,290.323,4.0,5.0,2.0,112.0,0.42857142857142855,-4.883
Bensulide,3.7726000000000024,397.52400000000006,10.0,6.0,1.0,132.0,0.2608695652173913,-4.2
Benzaldehyde,1.4990999999999999,106.12399999999997,1.0,1.0,0.0,40.0,0.75,-1.19
Benzamide,0.7855000000000001,121.13899999999995,1.0,1.0,1.0,46.0,0.6666666666666666,-0.96
Benzene ,1.6866,78.11399999999999,0.0,0.0,0.0,30.0,1.0,-1.64
benzhydrol,2.768300000000001,184.238,2.0,1.0,1.0,70.0,0.8571428571428571,-2.55
Benznidazole,1.1077,260.253,5.0,5.0,1.0,98.0,0.5789473684210527,-2.81
Benzo(a)fluorene,4.411000000000003,216.283,0.0,0.0,0.0,80.0,0.9411764705882353,-6.68
Benzo(a)pyrene,5.737200000000003,252.31599999999997,0.0,0.0,0.0,92.0,1.0,-8.699
Benzo(b)fluoranthene,5.640400000000003,252.31599999999997,0.0,0.0,0.0,92.0,1.0,-8.23
Benzo(b)fluorene,4.411000000000002,216.283,0.0,0.0,0.0,80.0,0.9411764705882353,-8.04
Benzo(e)pyrene,5.737200000000003,252.31599999999997,0.0,0.0,0.0,92.0,1.0,-7.8
Benzo(j)fluoranthene,5.640400000000003,252.31599999999997,0.0,0.0,0.0,92.0,1.0,-8.0
Benzo(k)fluoranthene,5.640400000000003,252.31599999999997,0.0,0.0,0.0,92.0,1.0,-8.49
Benzo[ghi]perylene,6.3282000000000025,276.338,0.0,0.0,0.0,100.0,1.0,-9.017999999999999
Benzocaine,1.4455,165.19199999999998,2.0,3.0,1.0,64.0,0.5,-2.616
benzoin,2.602900000000001,212.248,3.0,2.0,1.0,80.0,0.75,-2.85
Benzonitrile,1.5582799999999999,103.12399999999997,0.0,1.0,0.0,38.0,0.75,-1.0
Benzophenone,2.917600000000001,182.222,2.0,1.0,0.0,68.0,0.8571428571428571,-3.12
benzothiazole,2.2962999999999996,135.191,0.0,2.0,0.0,44.0,1.0,-1.5
Benzotriazole,0.9578999999999998,119.127,0.0,2.0,1.0,44.0,1.0,-0.78
Benzoxazole,1.8277999999999999,119.12299999999998,0.0,2.0,0.0,44.0,1.0,-1.16
Benzylchloride,2.4254000000000007,126.58599999999996,1.0,0.0,0.0,42.0,0.75,-2.39
Benzyltrifluoride,2.705400000000001,146.111,0.0,0.0,0.0,54.0,0.6,-2.51
benzylurea,0.8548999999999998,150.18099999999998,2.0,1.0,2.0,58.0,0.5454545454545454,-0.95
Betamethasone-17-valerate,3.636800000000003,476.5850000000002,6.0,6.0,2.0,188.0,0.0,-4.71
Bibenzyl ,3.4718000000000018,182.266,3.0,0.0,0.0,70.0,0.8571428571428571,-4.62
Biphenyl,3.353600000000002,154.21199999999996,1.0,0.0,0.0,58.0,1.0,-4.345
biquinoline,4.450000000000003,256.308,1.0,2.0,0.0,94.0,1.0,-5.4
borneol,2.1935000000000002,154.253,0.0,1.0,1.0,64.0,0.0,-2.32
Bromacil,1.5785200000000001,261.11899999999997,2.0,3.0,1.0,78.0,0.42857142857142855,-2.523
bromadiolone,7.183700000000006,527.4140000000002,6.0,4.0,2.0,174.0,0.8,-4.445
Bromobenzene,2.4491000000000005,157.01,0.0,0.0,0.0,36.0,0.8571428571428571,-2.55
Bromochloromethane,1.5776,129.384,0.0,0.0,0.0,20.0,0.0,-0.89
Bromodichloromethane,2.1425,163.82899999999998,0.0,0.0,0.0,26.0,0.0,-1.54
Bromoethane,1.4012,108.966,0.0,0.0,0.0,20.0,0.0,-1.09
Bromomethane,1.0110999999999999,94.939,0.0,0.0,0.0,14.0,0.0,-0.79
Bromophos,4.652000000000002,366.0,4.0,4.0,0.0,90.0,0.375,-6.09
bromopropylate,4.3991000000000025,428.12000000000006,4.0,3.0,1.0,116.0,0.5454545454545454,-4.93
bromoxynil,2.78888,276.91499999999996,0.0,2.0,1.0,56.0,0.5454545454545454,-3.33
brompyrazone,1.5771999999999997,266.098,1.0,4.0,1.0,76.0,0.8,-3.127
bupirimate,1.74462,316.4270000000001,8.0,6.0,1.0,120.0,0.2857142857142857,-4.16
Butabarbital,0.7948999999999993,212.24899999999997,3.0,3.0,2.0,84.0,0.0,-2.39
butacarb,3.999800000000003,263.381,1.0,2.0,1.0,106.0,0.3157894736842105,-4.24
butachlor,4.1574000000000035,311.85300000000007,9.0,2.0,0.0,118.0,0.2857142857142857,-4.19
butallylonal,1.6836,303.156,4.0,3.0,2.0,94.0,0.0,-2.647
Butamben,2.2257,193.24599999999998,4.0,3.0,1.0,76.0,0.42857142857142855,-3.082
Butan-2-ol,0.7771999999999999,74.12299999999999,1.0,1.0,1.0,32.0,0.0,0.47
Butane,1.8064,58.123999999999995,1.0,0.0,0.0,26.0,0.0,-2.57
Butanethiol ,1.7163,90.19099999999999,2.0,1.0,1.0,32.0,0.0,-2.18
Butethal,0.9389999999999998,212.249,4.0,3.0,2.0,84.0,0.0,-1.661
Buthidazole,1.0257999999999998,256.33099999999996,1.0,5.0,1.0,94.0,0.29411764705882354,-1.8769999999999998
Buturon,2.825400000000001,236.702,2.0,1.0,1.0,84.0,0.375,-3.9
Butyl acetate,0.9595,102.13299999999998,4.0,2.0,0.0,42.0,0.0,-1.37
Butylate,3.4735000000000023,217.378,5.0,2.0,0.0,84.0,0.0,-3.68
Butylbenzene,3.0292000000000012,134.22199999999998,3.0,0.0,0.0,54.0,0.6,-4.06
Butyraldehyde,0.9854,72.107,2.0,1.0,0.0,30.0,0.0,-0.01
Caffeine,-1.0293,194.19399999999996,0.0,6.0,0.0,74.0,0.6428571428571429,-0.8759999999999999
Camphor,2.401700000000001,152.237,0.0,1.0,0.0,62.0,0.0,-1.96
Caproaldehyde,1.7656,100.16099999999999,4.0,1.0,0.0,42.0,0.0,-1.3
captafol,3.520900000000001,349.06600000000014,3.0,3.0,0.0,100.0,0.0,-5.4
Carbanilide,3.3306000000000013,212.25199999999998,2.0,1.0,2.0,80.0,0.75,-3.15
Carbaryl,2.5580000000000007,201.225,1.0,2.0,1.0,76.0,0.6666666666666666,-3.2239999999999998
Carbazole,3.3211000000000013,167.21099999999998,0.0,0.0,1.0,62.0,1.0,-5.27
Carbetamide,1.7597,236.271,4.0,3.0,2.0,92.0,0.35294117647058826,-1.83
Carbofuran,2.1183,221.25599999999994,1.0,3.0,1.0,86.0,0.375,-2.8
Carbophenthion,5.420300000000004,342.875,8.0,5.0,0.0,102.0,0.3333333333333333,-5.736000000000001
Carboxin,2.620000000000001,235.30800000000002,2.0,3.0,1.0,84.0,0.375,-3.14
Carbromal,1.1349999999999998,237.09699999999998,3.0,2.0,2.0,70.0,0.0,-2.68
Carvacrol,2.824020000000001,150.22099999999998,1.0,1.0,1.0,60.0,0.5454545454545454,-2.08
Carvone,2.4879000000000007,150.22099999999998,1.0,1.0,0.0,60.0,0.0,-2.06
chloralose,-0.46289999999999937,309.529,2.0,6.0,3.0,100.0,0.0,-1.84
Chloramphenicol,0.909,323.13200000000006,6.0,5.0,3.0,110.0,0.3,-2.1109999999999998
Chlorazine,2.2173999999999996,257.76899999999995,6.0,5.0,0.0,96.0,0.35294117647058826,-4.4110000000000005
Chlorbromuron,3.127600000000002,293.548,2.0,2.0,1.0,82.0,0.4,-3.924
Chlorbufam,2.9102000000000006,223.659,2.0,2.0,1.0,78.0,0.4,-2.617
Chlordane,5.682800000000001,409.7819999999999,0.0,0.0,0.0,102.0,0.0,-6.86
Chlordene,5.024200000000001,338.876,0.0,0.0,0.0,88.0,0.0,-5.64
chlordimeform,2.8698200000000007,196.68099999999998,2.0,1.0,0.0,70.0,0.46153846153846156,-2.86
Chlorimuron-ethyl (ph 7),1.1715999999999998,414.82700000000017,8.0,8.0,1.0,144.0,0.4444444444444444,-4.5760000000000005
chloroacetamide,-0.2895000000000001,93.513,1.0,1.0,1.0,30.0,0.0,-0.02
Chloroacetonitrile,0.74878,75.498,0.0,1.0,0.0,22.0,0.0,-0.092
Chlorobenzene,2.34,112.55899999999997,0.0,0.0,0.0,36.0,0.8571428571428571,-2.38
Chlorodibromethane,2.2986000000000004,208.28,0.0,0.0,0.0,26.0,0.0,-1.9
Chloroethane,1.2451,64.515,0.0,0.0,0.0,20.0,0.0,-1.06
Chloroethylene,1.3687,62.499,0.0,0.0,0.0,18.0,0.0,-1.75
Chloropham,3.2969000000000017,213.66400000000002,2.0,2.0,1.0,76.0,0.42857142857142855,-3.38
Chloropicrin,1.5908000000000002,164.375,0.0,2.0,0.0,42.0,0.0,-2.0
chloropropylate,4.180900000000003,339.21800000000013,4.0,3.0,1.0,116.0,0.5454545454545454,-4.53
Chlorothalonil,4.043559999999999,265.914,0.0,2.0,0.0,70.0,0.42857142857142855,-5.64
chlorothiazide,-0.06089999999999923,295.72900000000004,1.0,5.0,2.0,92.0,0.35294117647058826,-3.05
Chlorotoluron,2.7419200000000012,212.67999999999998,1.0,1.0,1.0,76.0,0.42857142857142855,-3.46
Chloroxuron,4.225800000000003,290.75,3.0,2.0,1.0,104.0,0.6,-4.89
chlorpyrifos,4.718100000000002,350.591,6.0,5.0,0.0,102.0,0.3333333333333333,-5.67
chlorquinox,4.2434,267.93,0.0,2.0,0.0,72.0,0.7142857142857143,-5.43
Chlorthalidone,0.9242000000000007,338.7720000000001,2.0,4.0,3.0,114.0,0.5454545454545454,-3.451
Chlortoluron,2.7419200000000012,212.67999999999998,1.0,1.0,1.0,76.0,0.42857142857142855,-3.483
Chlorzoxazone,1.7744999999999997,169.567,0.0,2.0,1.0,56.0,0.8181818181818182,-2.8310000000000004
Cholanthrene,5.244800000000004,254.33199999999997,0.0,0.0,0.0,94.0,0.9,-7.85
Chrysene,5.146200000000003,228.29399999999998,0.0,0.0,0.0,84.0,1.0,-8.057
"cis 1,2-Dichloroethylene",1.9352,96.94400000000002,0.0,0.0,0.0,24.0,0.0,-1.3
"cis-1,2-Dimethylcyclohexane",2.832600000000001,112.216,0.0,0.0,0.0,48.0,0.0,-4.3
cis-2-Pentene,1.9725,70.135,1.0,0.0,0.0,30.0,0.0,-2.54
citral,2.878000000000001,152.237,4.0,1.0,0.0,62.0,0.0,-2.06
Clomazone,2.6400000000000006,239.702,2.0,2.0,0.0,86.0,0.375,-2.338
Clonazepam,3.037700000000001,315.716,2.0,4.0,1.0,110.0,0.5454545454545454,-3.4989999999999997
Coronene,6.919200000000002,300.36000000000007,0.0,0.0,0.0,108.0,1.0,-9.332
Corticosterone,2.666700000000002,346.46700000000016,2.0,4.0,2.0,138.0,0.0,-3.24
Cortisone,1.9898000000000002,360.45000000000016,2.0,5.0,2.0,142.0,0.0,-3.11
cortisone acetate,2.560600000000001,402.48700000000025,3.0,6.0,1.0,158.0,0.0,-4.21
Coumachlor,4.263000000000003,342.7780000000001,4.0,4.0,1.0,122.0,0.6666666666666666,-5.8389999999999995
Coumaphos,4.4311200000000035,362.77100000000013,6.0,6.0,0.0,120.0,0.45454545454545453,-5.382000000000001
Coumatetralyl,3.9668000000000028,292.33400000000006,1.0,3.0,1.0,110.0,0.7272727272727273,-2.84
Cyanazine,1.6708799999999997,240.698,4.0,6.0,2.0,86.0,0.375,-3.15
cycloate,3.5141000000000027,215.36199999999994,3.0,2.0,0.0,82.0,0.0,-3.4
cyclobarbital,1.2491999999999999,236.27099999999993,2.0,3.0,2.0,92.0,0.0,-2.17
Cyclobutyl-5-spirobarbituric acid,-0.4773,168.15200000000002,0.0,3.0,2.0,64.0,0.0,-1.655
Cycloheptane,2.7307000000000015,98.18900000000001,0.0,0.0,0.0,42.0,0.0,-3.51
Cycloheptanol,1.7015,114.188,0.0,1.0,1.0,48.0,0.0,-0.88
Cycloheptene,2.5067000000000004,96.173,0.0,0.0,0.0,40.0,0.0,-3.18
Cycloheptyl-5-spirobarbituric acid,0.6929999999999998,210.23299999999998,0.0,3.0,2.0,82.0,0.0,-3.168
Cyclohexane,2.3406000000000002,84.162,0.0,0.0,0.0,36.0,0.0,-3.1
Cyclohexanol ,1.3114,100.161,0.0,1.0,1.0,42.0,0.0,-0.44
