Name,Octanol-water partition coefficient,Molecular weight,Number of rotatable bonds,HAcceptors,HDonor,valence Electron,Aromatic Proportion,logS,Label,Difference
FKLFBQCQQYDUAM-UHFFFAOYSA-N,3.8174,270.372,0,2,1,106,0.3,-5.11,-3.960000038,1.149999962
DYWNLSQWJMTVGJ-DKXTVVGFSA-N,-1.8419,247.079,1,0,0,54,0.6,0.607164183,-0.542934431,1.150098614
QIVBCDIJIAJPQS-UHFFFAOYSA-N,4.05182,268.36,3,1,2,104,0.6,-5.3495,-4.199342382,1.150157618
RHGQOMYDGHIKFH-GNOQXXQHSA-K,1.2136,211.261,5,4,1,84,0.4,-0.400126628,-1.550309266,1.150182638
UQIKOYWGLUXMNE-LBPRGKRZSA-N,7.408,296.539,18,1,0,126,0,-6.472081819,-7.622389419,1.1503076
QJPXLCQSAFQCBD-UHFFFAOYSA-M,2.4395,156.269,1,1,1,66,0,-2.560404377,-1.409999982,1.150404395
MFOCDFTXLCYLKU-CMPLNLGQSA-N,1.9064,387.867,4,6,0,142,0.5925925926,-2.601013218,-3.751444624,1.150431406
YGJDXOJIYODGEO-KVVVOXFISA-N,-1.8952,93.082,1,3,2,38,0,1.700915909,0.5502039226,1.150711986
WEUCDJCFJHYFRL-UHFFFAOYSA-N,-2.8475,542.328,12,1,0,138,0,0.265737188,-0.8851304364,1.150867624
XVTZQNZGUDNVOW-UHFFFAOYSA-N,0.1897,180.207,4,3,3,70,0.4615384615,-1.783161459,-0.6308863224,1.152275137
FZCQMIRJCGWWCL-UHFFFAOYSA-N,6.7074,516.69,18,10,0,172,0,-3.9351,-5.087448585,1.152348585
RUKQAPJWMOAWKA-UHFFFAOYSA-N,2.36544,212.256,1,3,1,80,0.875,-2.081347308,-3.233799806,1.152452498
SNDGLCYYBKJSOT-UHFFFAOYSA-N,-0.0854,185.223,1,3,2,74,0,-0.02,-1.172854636,1.152854636
GXYBSEVPLCHEBL-UHFFFAOYSA-N,-0.7822,246.304,9,4,0,86,0,-0.1361989598,-1.289512575,1.153313615
KTVHWABXSLMMCT-UHFFFAOYSA-N,2.3163,204.269,2,2,0,80,0,-3.708142472,-2.554713439,1.153429033
QBEFIFWEOSUTKV-UHFFFAOYSA-N,1.5385,113.204,1,1,1,48,0,-1.5,-0.3463000059,1.153699994
UGCNRZFAUBJVPT-UHFFFAOYSA-N,1.5385,113.204,1,1,1,48,0,-0.3463,-1.5,1.1537
UHDKXFCUGVGVDP-UHFFFAOYSA-N,-2.563,243.219,2,8,4,94,0.3529411765,0.613872211,-0.5400302841,1.153902495
HPEUJPJOZXNMSJ-UHFFFAOYSA-N,3.15604,214.22,0,3,0,80,0.8125,-5.23,-4.075597326,1.154402674
ORFOPKXBNMVMKC-DWVKKRMSSA-N,2.6602,312.152,1,3,0,104,0.3,-2.010057935,-3.164493528,1.154435593
OKBVVJOGVLARMR-QSWIMTSFSA-N,-3.4532,1018.957,4,22,16,384,0.1690140845,-2.146021494,-3.300488165,1.154466671
WQLVFSAGQJTQCK-UHFFFAOYSA-N,2.9877,370.449,12,4,4,144,0.4444444444,-2.02,-3.174829513,1.154829513
FGERXQWKKIVFQG-UHFFFAOYSA-M,-0.761,267.245,5,8,2,102,0.4736842105,-2.7,-1.545053383,1.154946617
FSQKKOOTNAMONP-UHFFFAOYSA-N,2.72044,320.333,5,2,2,118,0.2727272727,-2.521524661,-3.677031305,1.155506644
SMYRHRFGKYUCFB-UHFFFAOYSA-N,-0.0854,185.223,1,3,2,74,0,-0.0173,-1.172854636,1.155554636
KHNYNFUTFKJLDD-UHFFFAOYSA-N,0.9475,388.851,3,4,2,142,0.4814814815,-5.908538621,-4.752842203,1.155696418
SLHZPGCWJXXMAR-UHFFFAOYSA-N,4.5136,306.409,4,2,1,118,0.652173913,-3.874578209,-5.030375813,1.155797604
MQHNKCZKNAJROC-UHFFFAOYSA-N,-0.846,162.141,0,3,3,64,0.5454545455,0.211711053,-0.9442871125,1.155998166
BDLSLORLEPSOGW-UHFFFAOYSA-N,3.30692,244.743,4,3,0,82,0.4,-5.027,-3.870971406,1.156028594
NOOBQTYVTDBXTL-UHFFFAOYSA-N,2.5194,218.277,2,2,0,76,0.8,-4.192879941,-3.036749887,1.156130054
BOFQCMILEGGFJN-UHFFFAOYSA-N,3.2987,444.568,6,6,2,176,0,-5.889026297,-4.732593953,1.156432344
SXSWMAUXEHKFGX-UHFFFAOYSA-N,2.2187,302.52,1,2,0,60,0.5454545455,-4.2686,-3.111840697,1.156759303
IUXBQHOEFVDPEG-UHFFFAOYSA-M,6.169,503.234,8,3,0,144,0.6428571429,-8.552550872,-7.395249019,1.157301853
SWMGZHSQTIHKNA-UHFFFAOYSA-N,3.0193,333.771,6,3,2,120,0.5217391304,-4.537479631,-3.380098213,1.157381418
VIYWVRIBDZTTMH-UHFFFAOYSA-N,3.942,222.372,3,1,1,92,0,-4.216746334,-3.059278488,1.157467846
HLGLZIHUZLGLGS-UHFFFAOYSA-N,3.942,222.372,3,1,1,92,0,-3.059278372,-4.21674633,1.157467958
GNBHRKFJIUUOQI-UHFFFAOYSA-N,0.1983,181.151,2,4,2,68,0.4615384615,-2.16,-1.002234603,1.157765397
SGAJOYBPLOZFGE-UHFFFAOYSA-N,1.7115,339.344,5,7,0,132,0.25,-2.060818146,-3.219771586,1.15895344
QFLRLGOOCOLLPE-UHFFFAOYSA-L,3.4759,171.328,9,1,1,74,0,-3.108672516,-4.268364104,1.159691588
XKJPMAOXOIOVIC-UHFFFAOYSA-L,0.5702,147.133,0,2,1,54,0.5454545455,-2.6099999,-1.449614079,1.160385821
LEACJMVNYZDSKR-UHFFFAOYSA-N,4.0924,306.402,8,4,0,122,0.2727272727,-5.444898911,-4.284502714,1.160396197
QJGVNUOLWAHMIO-UHFFFAOYSA-N,2.4395,156.269,1,1,1,66,0,-2.570623543,-1.409999982,1.160623561
XPCKHMSVEPMTSS-UHFFFAOYSA-N,2.366,258.229,1,5,2,96,0.7368421053,-2.9300001,-4.090907598,1.160907498
QYYPTZGPXKUKRM-UHFFFAOYSA-L,0.3219,293.283,6,8,1,112,0.4285714286,-0.73,-1.890994008,1.160994008
ZDNCYUQHNGXFDO-UHFFFAOYSA-N,5.4256,564.432,17,8,2,182,0.375,-6.201363277,-7.362422459,1.161059182
CPKMYVLHYLGADM-UHFFFAOYSA-N,2.27802,234.192,6,5,1,86,0.3333333333,-2.3696,-3.531149896,1.161549896
GPHQHTOMRSGBNZ-UHFFFAOYSA-N,1.5479,130.187,1,2,0,54,0,-0.5921,-1.753673,1.161573
BKCCAYLNRIRKDJ-UHFFFAOYSA-N,2.9854,270.313,3,4,1,94,0.7894736842,-2.638764086,-3.80064339,1.161879304
COCNDHOPIHDTHK-UHFFFAOYSA-N,-0.0871,322.7,1,5,5,114,0.7272727273,-4.001613937,-2.839675649,1.161938288
KMCFMEHSEWDYKG-UHFFFAOYSA-N,1.6866,364.402,4,9,0,142,0.3461538462,-3.91,-2.748009185,1.161990815
KZLMCDNAVVJKPX-UHFFFAOYSA-N,-0.9924,174.196,6,4,2,70,0,0.7589618218,-0.4031342434,1.162096065
GVEHAHIPWCDIMQ-UHFFFAOYSA-N,2.3052,280.375,1,4,1,108,0.5714285714,-3.494946844,-4.657283741,1.162336897
RIGPVBUAGOURJC-UHFFFAOYSA-N,4.65462,511.49,10,6,0,188,0.3529411765,-4.090783965,-5.253221448,1.162437483
XICNBWOUXVORMU-UHFFFAOYSA-L,1.1853,86.134,0,1,0,36,0,-0.955626256,0.2069000006,1.162526257
ODBCKCWTWALFKM-UHFFFAOYSA-N,2.686,170.252,6,2,0,70,0,-3.755421034,-2.592513063,1.162907971
UFFBMTHBGFGIHF-UHFFFAOYSA-N,-0.4044,131.131,4,2,2,52,0,-0.5918,0.5712789626,1.163078963
XRWZTKSYDDGGAQ-UHFFFAOYSA-N,3.85392,240.331,1,3,1,84,0.8823529412,-3.6800001,-4.843436132,1.163436032
COLNVLDHVKWLRT-MRVPVSSYSA-N,-0.7392,588.4,12,0,0,154,0.2307692308,0.230326598,-0.933265637,1.163592235
UBPJBMCYEHGSJS-UHFFFAOYSA-N,3.2977,248.322,6,3,0,98,0.3333333333,-4.708378946,-3.544767196,1.16361175
TZTWZRVTCGXBEZ-UHFFFAOYSA-N,4.569,331.887,4,2,0,124,0.5217391304,-4.133596489,-5.297437181,1.163840692
XCWKEQWYRJVKOK-UHFFFAOYSA-N,4.19942,411.801,11,4,0,144,0.24,-5.340520045,-4.176296808,1.164223237
CYJIYXOBSGOMLD-UHFFFAOYSA-N,0.6039,141.214,0,2,1,58,0,0.569370644,-0.5949026915,1.164273335
CIFIGXMZHITUAZ-UHFFFAOYSA-M,0.9296,209.201,5,4,1,80,0.3333333333,-2.7477,-1.583236977,1.164463023
LGNFRLBPCVLGOB-UHFFFAOYSA-N,2.7217,474.429,13,5,2,174,0.1935483871,-5.846861963,-4.681845974,1.165015989
NFHMMNLSDVYWAP-UHFFFAOYSA-N,0.1564,297.351,3,5,3,118,0,-0.497378282,-1.662401881,1.165023599
WTPYFJNYAMXZJG-UHFFFAOYSA-N,1.2897,203.326,10,3,3,86,0,-2.22,-1.054784496,1.165215504
AMOPBNMABDFREG-UHFFFAOYSA-N,2.5524,209.252,0,3,2,78,0.875,-3.400024616,-2.234794147,1.165230469
AXNLREBQOMGJMQ-UHFFFAOYSA-N,2.5524,209.252,0,3,2,78,0.875,-3.400024616,-2.234794147,1.165230469
UGVJAWDVDTXCQA-UHFFFAOYSA-L,-8.988,197.11,0,0,0,25,0,-5.863344894,-4.698035235,1.165309659
FAKTUTGTQOLHEK-UHFFFAOYSA-N,0.6279,217.29,3,3,2,80,0,-1.07623908,-2.241804198,1.165565118
LJRGBERXYNQPJI-UHFFFAOYSA-M,-0.7156,210.616,2,4,2,62,0,0.6765,-0.4894632398,1.16596324
QGTYWWGEWOBMAK-UHFFFAOYSA-N,12.5365,663.081,36,5,1,276,0,-8.721196039,-7.555174553,1.166021486
NLSSIIZCHYEPNV-UHFFFAOYSA-N,-3.9882,326.306,11,8,4,130,0,0.3226990562,-0.8439110874,1.166610144
STIGEALBGPUGBV-UHFFFAOYSA-M,2.06172,309.801,4,5,1,114,0.5238095238,-2.245565942,-3.412701881,1.167135939
UCSIFMPORANABL-UHFFFAOYSA-N,0.4605,225.292,3,3,2,90,0,-0.8213,-1.988492792,1.167192792
YPWVSRAMWAPSDL-UHFFFAOYSA-N,-0.2643,268.185,4,7,1,100,0.2631578947,-2.91,-1.742739094,1.167260906
KGMFIIRMHHMLND-UHFFFAOYSA-N,0.2164,162.148,0,2,2,60,0.8333333333,-1.788307643,-2.955660939,1.167353296
UZQBOFAUUTZOQE-VSLWXVDYSA-N,-3.2403,160.104,1,3,1,52,0.5454545455,-0.973953261,0.1935378164,1.167491077
SJMYWORNLPSJQO-UHFFFAOYSA-N,1.5114,125.196,1,2,1,42,0.75,0.078525089,-1.089427159,1.167952248
QPFYXYFORQJZEC-FOCLMDBBSA-N,5.5038,403.566,6,3,1,158,0.4,-4.849278473,-6.017305486,1.168027013
ZHPJNOBWVPAADW-UHFFFAOYSA-N,3.9821,307.397,6,4,1,118,0.7391304348,-3.582984079,-4.751454493,1.168470414
RHRRUYIZUBAQTQ-UHFFFAOYSA-N,2.0256,307.346,6,5,0,120,0.2727272727,-1.6,-2.768819795,1.168819795
DBJLJFTWODWSOF-UHFFFAOYSA-L,1.6351,297.357,4,5,1,100,0.5789473684,-4.4733,-3.304419119,1.168880881
IOVDQEIIMOZNNA-MHKBYHAFSA-N,0.7767,223.272,4,4,3,88,0.375,-2.039204095,-0.8699430118,1.169261083
QUWAJPZDCZDTJS-UHFFFAOYSA-N,3.7947,450.572,2,6,1,170,0,-6.22,-5.050265206,1.169734794
APSBXTVYXVQYAB-UHFFFAOYSA-M,3.247,496.541,9,8,3,182,0.5142857143,-4.787470096,-5.957434261,1.169964165
YGOGAACPYALXRT-UHFFFAOYSA-N,5.19038,530.456,9,8,1,190,0.4444444444,-4.879551326,-6.049933053,1.170381727
YPZUZOLGGMJZJO-UHFFFAOYSA-N,-0.3598,208.177,2,6,1,78,0.6,-2.56,-1.389534389,1.170465611
AMDZXFZJWBFXIU-BTJKTKAUSA-N,0.4615,383.444,6,4,2,148,0.4285714286,-4.720379086,-3.548944563,1.171434523
HRDGAIGDKJXHIU-UHFFFAOYSA-N,3.7698,399.538,9,8,0,144,0.2307692308,-4.3005,-5.472014126,1.171514126
FGXWKSZFVQUSTL-UHFFFAOYSA-N,3.196,412.486,3,6,1,160,0.3,-2.802629495,-3.974769645,1.17214015
YYNNRJWNBXEQTP-UHFFFAOYSA-N,0.2617,127.187,0,2,2,52,0,0.851725707,-0.3206685008,1.172394208
XEXFVLNTPDXOJB-UHFFFAOYSA-N,1.6653,113.185,3,2,0,38,0,-2.391,-1.218400815,1.172599185
FSGWUPVGLATWMM-UHFFFAOYSA-N,-0.4825,211.217,5,4,3,82,0.4,0.053669031,-1.119070486,1.172739517
NGYBMUURDZXEEA-UHFFFAOYSA-L,4.0262,327.572,9,4,0,104,0,-2.4361,-3.609066431,1.172966431
RCOUWKSZRXJXLA-UHFFFAOYSA-N,2.2876,161.126,0,1,1,60,0.5454545455,-2.847330143,-1.674025804,1.173304339
YTSPICCNZMNDQT-UHFFFAOYSA-M,3.6,249.269,2,2,1,92,0.8421052632,-3.192548289,-4.366211578,1.173663289
KRQWFVYRQYTWRH-UHFFFAOYSA-N,3.3958,592.686,19,12,0,234,0.2857142857,-3.404351808,-4.578065913,1.173714105
SMPQTZLALIOWBF-UHFFFAOYSA-N,-0.7198,238.008,0,9,0,75,0,0.6456305496,-0.5285397827,1.174170332
HBDPNIKSHRQAJF-UHFFFAOYSA-N,-0.5588,77.058,1,1,1,30,0,1.1132,-0.06244508035,1.17564508
KXUHSQYYJYAXGZ-UHFFFAOYSA-N,2.2025,134.269,0,2,0,42,0,-2.397148193,-1.221325174,1.175823019
DBVJJBKOTRCVKF-UHFFFAOYSA-N,4.0086,221.259,2,2,0,82,1,-5.553210296,-4.377308187,1.175902109
IBVPVTPPYGGAEL-UHFFFAOYSA-N,-0.1666,250.254,5,4,2,96,0.3333333333,-2.7172,-1.540937795,1.176262205
DSSYKIVIOFKYAU-XVKPBYJWSA-N,1.5392,179.219,2,3,0,70,0.4615384615,-3.05,-1.873609055,1.176390945
LPNBBFKOUUSUDB-UHFFFAOYSA-N,-4.813,334.14,5,0,0,90,0,0.476071519,-0.7003831875,1.176454706
UETIKWAWMZLQQZ-UHFFFAOYSA-N,5.0895,382.544,1,3,0,152,0,-7.16,-5.983471466,1.176528534
SZYWFOPNFNROQB-UHFFFAOYSA-N,-6.538,651.982,7,10,3,169,0.28125,-3.259142496,-2.082507531,1.176634965
VXQBJTKSVGFQOL-UHFFFAOYSA-N,3.4697,233.355,3,1,0,94,0.3529411765,-2.4704,-3.647041795,1.176641795
MIPCZELJNQPXAK-UHFFFAOYSA-N,-1.6122,599.243,3,13,6,191,0.4864864865,-0.9940566873,-2.170700588,1.1766439
LTQSAUHRSCMPLD-UHFFFAOYSA-N,6.04562,266.343,0,0,0,98,0.9523809524,-8.5224,-7.345577995,1.176822005
HOLHYSJJBXSLMV-UHFFFAOYSA-N,4.6311,322.477,2,3,0,118,0.5217391304,-5.887624842,-4.710527107,1.177097735
QFENMVVNIJTSNC-UHFFFAOYSA-N,2.5246,194.211,7,1,2,74,0,-3.014809552,-1.83770808,1.177101472
IIYKUJVECNNTEY-LREBCSMRSA-N,1.8348,253.389,5,4,2,90,0,-1.120462533,-2.297652081,1.177189548
GNGYPJUKIKDJQT-UHFFFAOYSA-N,5.6407,270.457,14,2,0,114,0,-7.830038235,-6.65276829,1.177269945
QWVBGCWRHHXMRM-UHFFFAOYSA-N,1.42712,205.666,2,2,1,66,0.5,-0.36,-1.53759702,1.17759702
OLZQTUCTGLHFTQ-UHFFFAOYSA-N,4.7687,367.364,6,6,0,134,0.6428571429,-6.565096595,-5.387376598,1.177719997
FJKIXWOMBXYWOQ-UHFFFAOYSA-N,0.0977,442.82,2,4,0,92,0.6315789474,-3.822168462,-2.644267569,1.177900893
FCPZQUBCYSQZFZ-FEXGMLSNSA-N,-3.4699,356.379,4,5,1,122,0.25,-0.535288039,-1.713202152,1.177914113
JWUCHKBSVLQQCO-MRXNPFEDSA-N,3.4407,494.575,3,6,2,194,0,-6.100946962,-4.922830408,1.178116554
QHMUUKSTOXAOST-UHFFFAOYSA-M,3.225,234.412,10,3,0,92,0,-4.246128199,-3.06798624,1.178141959
YLQWCDOCJODRMT-UHFFFAOYSA-N,1.2796,68.075,0,1,0,26,1,-0.81999999,0.3585257742,1.178525764
HTKFJJITPRZSPS-YJOCEBFMSA-N,-0.0153,275.239,2,3,0,94,0.6,-3.315858346,-2.137321527,1.178536819
SSRGDXQQJKAWKX-UHFFFAOYSA-N,2.1658,219.687,0,0,0,32,0,-1.0407,-2.219373517,1.178673517
HTWIZMNMTWYQRN-UHFFFAOYSA-N,-0.3334,185.479,3,6,0,62,0,-1.9259,-0.7471837991,1.178716201
GBIHOLCMZGAKNG-UHFFFAOYSA-N,3.475,136.238,5,0,0,56,0,-3.34190657,-4.520639851,1.178733281
PYZSVQVRHDXQSL-UHFFFAOYSA-N,0.7978,278.26,6,6,0,106,0.3,-3.557960056,-2.379002143,1.178957913
JXVIIQLNUPXOII-UHFFFAOYSA-N,2.6341,196.065,0,0,0,72,0,-2.436880918,-3.616156524,1.179275606
FEWJPZIEWOKRBE-JCYAYHJZSA-N,4.7452,435.977,6,6,0,156,0.4137931034,-6.466267359,-5.286706855,1.179560504
JAHRTQLUBJTOSN-UHFFFAOYSA-L,-3.0695,211.012,2,3,0,44,0,0.332748699,-0.8470382177,1.179786917
PTVWPYVOOKLBCG-UHFFFAOYSA-N,-0.0824,480.901,2,9,6,178,0.1818181818,-1.819921601,-0.6399790812,1.17994252
SZEGKVHRCLBFKJ-UHFFFAOYSA-N,-0.8178,134.156,0,3,0,46,0,0.87241256,-0.3075645084,1.179977068
SWAJJKROCOJICG-UHFFFAOYSA-N,1.4835,284.366,4,6,2,96,0.6111111111,-1.9400001,-3.119999886,1.179999786
XSBUXVWJQVTYLC-UHFFFAOYSA-N,1.4835,284.366,4,6,2,96,0.6111111111,-3.12,-1.940000057,1.179999943
GIJXKZJWITVLHI-YOFSQIOKSA-N,3.1141,324.38,7,4,1,124,0.5,-4.785632519,-3.605531395,1.180101124
NBJRFLIUYUFOIR-UHFFFAOYSA-N,6.453,434.62,5,3,0,172,0.1875,-5.43,-6.610764422,1.180764422
OMXFYKCGCDGYNC-SDNWHVSQSA-N,-2.2069,131.111,2,3,2,52,0,-0.9656,0.215299194,1.180899194
WRCHFMBCVFFYEQ-UHFFFAOYSA-N,1.4552,141.214,1,1,1,58,0,-1.575846487,-0.3948928291,1.180953658
XIOUPQUYEUYPAW-UHFFFAOYSA-N,3.6147,369.339,8,5,2,140,0.4615384615,-5.363306362,-4.182092037,1.181214325
LMJSLTNSBFUCMU-UHFFFAOYSA-N,1.8735,133.15,0,1,2,50,0.9,-0.541255772,-1.722753042,1.18149727
OBEUDXCKNSDQIL-UHFFFAOYSA-N,2.89202,228.675,5,2,1,82,0.4,-3.678,-2.49623067,1.18176933
OPQARKPSCNTWTJ-UHFFFAOYSA-L,2.702,279.405,4,4,0,104,0.3157894737,-4.193381143,-3.010531995,1.182849148
IJLPAGBWPSGGDR-CNNNCVBWSA-N,2.4491,335.831,6,4,1,124,0.5217391304,-2.056294887,-3.239503795,1.183208908
REQPQFUJGGOFQL-UHFFFAOYSA-N,0.9971,148.161,3,2,0,56,0.5454545455,-2.1707,-0.9872278133,1.183472187
RJKFOVLPORLFTN-LEKSSAKUSA-N,3.1481,383.404,7,4,1,144,0,-1.972989691,-3.156935962,1.183946271
OVGLVOLWBBGQHS-DUXPYHPUSA-N,1.5152,332.185,0,3,0,88,0.375,-1.34240307,-2.526384817,1.183981747
QUIMTLZDMCNYGY-UHFFFAOYSA-N,-0.60863,626.048,9,10,4,208,0.2926829268,-4.35885707,-3.17486192,1.18399515
JMBQKKAJIKAWKF-UHFFFAOYSA-N,5.2849,425.864,14,4,2,134,0.2608695652,-6.26190481,-5.077750152,1.184154658
JFMGYULNQJPJCY-UHFFFAOYSA-N,2.8607,285.491,9,4,0,86,0,-1.6105,-2.79473282,1.18423282
QGZBWVROTIMWPF-UHFFFAOYSA-N,-0.3612,154.058,3,2,3,54,0,0.5007,-0.6835620003,1.184262
APKRUWBFFNIPGU-FLNCGGNMSA-N,0.0023,357.926,4,4,1,138,0,-3.073638882,-1.889368882,1.18427
YJQPYGGHQPGBLI-KGSXXDOSSA-N,-1.3208,234.231,3,3,0,84,0,-1.907246375,-0.7226038793,1.184642496
ISXSCDLOGDJUNJ-UHFFFAOYSA-N,4.7938,314.466,15,4,0,130,0,-5.082600349,-3.89775002,1.184850329
HJICBVMRKHYRDH-UHFFFAOYSA-N,2.6198,174.284,9,2,0,74,0,-1.9402,-3.125146559,1.184946559
XWYBFXIUISNTQG-VKMGZQQJSA-N,1.1848,281.308,4,5,0,110,0.3,-0.931986201,-2.117808008,1.185821807
LESVOLZBIFDZGS-SSDOTTSWSA-N,7.06652,479.58,8,2,2,180,0.375,-8.65966634,-7.472987623,1.186678717
NPNBLTJGRBYCJB-UHFFFAOYSA-N,1.92766,218.26,2,5,0,84,0.6875,-1.52,-2.706782234,1.186782234
VIIPQXJHKXQJKY-UHFFFAOYSA-N,4.45154,352.478,3,2,1,138,0.4615384615,-5.6281,-4.441238728,1.186861272
OETHQSJEHLVLGH-UHFFFAOYSA-N,6.8457,568.438,6,3,1,178,0.375,-6.146157062,-7.333309551,1.187152489
QKVSMSABRNCNRS-UHFFFAOYSA-N,1.364,239.187,3,6,0,90,0.2941176471,-3.4757,-2.287765781,1.187934219
LECMFIIQEQTPNP-UHFFFAOYSA-N,-1.3606,264.739,0,0,0,40,0,-7.623477375,-6.435489481,1.187987894
LCVHZNSIAYNAGX-UHFFFAOYSA-N,1.3217,221.256,4,3,0,86,0.375,-1.0994,-2.287610183,1.188210183
HMZGPNHSPWNGEP-UHFFFAOYSA-N,3.5941,449.632,6,4,4,182,0,-5.5225,-4.334275301,1.188224699
XJSFLOJWULLJQS-NGVXBBESSA-N,-3.5309,743.409,13,19,8,264,0.3125,-2.743474726,-1.554692549,1.188782177
AWBOSXFRPFZLOP-UHFFFAOYSA-N,1.2228,120.111,0,3,0,44,1,-1.521714821,-0.3328718857,1.188842935
XZNUGFQTQHRASN-XQENGBIVSA-N,7.5224,495.538,8,2,2,180,0.5882352941,-9.085477305,-7.896495762,1.188981543
ZPFXAOWNKLFJDN-UHFFFAOYSA-N,7.5224,495.538,8,2,2,180,0.5882352941,-9.085477305,-7.896495762,1.188981543
YPYRDLOVFOAQIR-UHFFFAOYSA-M,2.0699,231.38,12,3,3,98,0,-3.11,-1.920944935,1.189055065
RCDRLZYAKDYXMM-UHFFFAOYSA-N,3.5117,399.23,8,5,1,138,0.4615384615,-5.1241,-3.934723905,1.189376095
UFDPCEODINHIQK-UHFFFAOYSA-N,5.5434,356.56,4,4,1,126,0.5,-7.227833101,-6.038425043,1.189408058
RGUVUPQQFXCJFC-UHFFFAOYSA-N,1.1236,415.313,4,4,2,130,0.25,-2.651288471,-3.840708248,1.189419777
JIOPMQJPYHJGJA-UHFFFAOYSA-N,1.52612,217.272,2,4,1,84,0.6875,-1.122159914,-2.311686422,1.189526508
WFVUIONFJOAYPK-SDNWHVSQSA-N,0.9154,160.18,1,4,2,60,0.8333333333,-2.6,-1.410127361,1.189872639
KOAZOWWCVCWYMN-UHFFFAOYSA-N,4.3806,306.402,10,4,0,122,0.2727272727,-3.49,-4.680039436,1.190039436
BUYJXXRXCHMFDZ-UHFFFAOYSA-N,-2.0579,284.197,3,1,1,88,0.375,-2.385433612,-1.195169801,1.190263811
GIYXAJPCNFJEHY-UHFFFAOYSA-N,2.1115,344.253,7,4,2,112,0.3,-4.126944598,-2.936534256,1.190410342
ZAGZIOYVEIDDJA-UHFFFAOYSA-N,0.8419,162.403,0,1,1,42,0,-1.0966,0.09383802688,1.190438027
VRHXTJPSLYPTOW-YAKHFBBESA-N,1.2673,122.127,1,3,1,46,0,0.628606634,-0.5618377518,1.190444386
SWPGGPQCAMUQDY-UHFFFAOYSA-N,3.8019,367.577,12,5,2,138,0,-3.814823381,-5.005351367,1.190527986
HYFLWBNQFMXCPA-UHFFFAOYSA-N,-0.6208,130.172,0,2,2,44,0,-1.450793264,-0.2602387994,1.190554465
NHALRSQXOLZIPN-UHFFFAOYSA-N,3.4843,320.186,3,2,1,98,0.6315789474,-4.899020974,-3.708296648,1.190724326
HBWWYZMOHJIFTI-UHFFFAOYSA-N,2.1706,171.671,2,1,1,62,0.5454545455,-0.782902912,-1.973963876,1.191060964
XBKPDHARMKAQQU-UHFFFAOYSA-N,1.6992,369.343,4,5,1,140,0.3846153846,-1.702801312,-2.893956475,1.191155163
NPPQSCRMBWNHMW-UHFFFAOYSA-N,0.74556,137.186,4,3,0,54,0,0.862690207,-0.3285036872,1.191193894
NPUKDXXFDDZOKR-NSHDSACASA-N,1.66622,309.163,2,4,0,94,0.6666666667,-3.337899154,-2.146677971,1.191221183
MJODPLQTHSBELW-UHFFFAOYSA-M,1.4986,162.144,0,3,1,60,0.8333333333,-0.919866271,-2.111141556,1.191275285
CLAOCVVWIKGTOP-UHFFFAOYSA-N,11.0968,971.226,3,0,0,130,0.5,-9.129987804,-7.93846392,1.191523884
TVXXNOYZHKPKGW-UHFFFAOYSA-N,4.7449,323.314,4,2,1,122,0.5217391304,-4.6947,-5.886604848,1.191904848
ZPBNOWWJKRKBEV-YZMZVZPOSA-N,3.4011,254.285,5,2,1,96,0.6315789474,-5.0599999,-3.867917277,1.192082623
QVHKJIKPKSDFFH-UHFFFAOYSA-N,-1.4464,243.734,4,2,0,90,0.375,0.61308923,-0.5790224436,1.192111674
GYTMHWVFKHLDEA-UHFFFAOYSA-N,3.0511,230.348,10,3,1,96,0,-3.06,-1.867616394,1.192383606
ZDJUNNCVIDKJAN-UHFFFAOYSA-N,0.88,308.44,9,6,4,120,0,-2.91,-1.717154348,1.192845652
AVXURJPOCDRRFD-UHFFFAOYSA-N,2.4727,232.364,10,3,1,98,0,-1.3662,-2.55922612,1.19302612
ATCLRTKFQOUIKP-OOAXWGSJSA-N,-3.6394,457.161,10,8,8,154,0,-1.546125822,-0.3527420799,1.193383742
WTPDKEAYVAXNRO-UHFFFAOYSA-N,1.9187,263.337,3,4,1,104,0.3157894737,-1.562697122,-2.756856395,1.194159273
MYQXHLQMZLTSDB-UHFFFAOYSA-N,-3.8227,276.68,5,6,1,100,0.2777777778,-2.437651684,-1.243235133,1.194416551
PHJKPNBDCOWULD-UHFFFAOYSA-N,-1.8065,161.201,4,3,1,66,0,0.792632268,-0.4023196122,1.19495188
VWZAGCZUPZKTET-UHFFFAOYSA-N,0.008,84.122,0,2,1,34,0,-0.260455671,0.9345823182,1.195037989
MNTJUYOSLYWPDZ-UHFFFAOYSA-N,-1.9226,267.234,6,6,6,106,0,0.8629201268,-0.3322520167,1.195172143
VVQUAWREPHCLDH-UHFFFAOYSA-N,5.79,642.02,13,8,0,230,0.4285714286,-6.092375105,-7.287666058,1.195290953
JXZZEXZZKAWDSP-UHFFFAOYSA-N,1.01772,185.248,2,4,3,66,0.5,-1.660282094,-0.4646087015,1.195673392
IABJZMVJXLVXPQ-UHFFFAOYSA-N,-1.0956,199.162,2,4,2,76,0,0.700793521,-0.494901965,1.195695486
MAHPNPYYQAIOJN-UHFFFAOYSA-N,2.566,240.35,7,2,2,94,0.6666666667,-1.7865,-2.98247327,1.19597327
